# e(GeV/fm^3)  rho_B(1/fm^3)  c2_hat  zeta_hat(GeV/fm^3)  eta_hat(GeV/fm^3)
  4.500000e-01  3.253649e-01  9.674371e-02  1.884453e-02  3.998372e-02
  4.500000e-01  3.271332e-01  9.640699e-02  1.873075e-02  3.980654e-02
  4.500000e-01  3.289015e-01  9.606843e-02  1.861863e-02  3.962864e-02
  4.500000e-01  3.306698e-01  9.572765e-02  1.850477e-02  3.944959e-02
  4.500000e-01  3.324381e-01  9.538491e-02  1.838807e-02  3.926990e-02
  4.500000e-01  3.342064e-01  9.503986e-02  1.826975e-02  3.908908e-02
  4.500000e-01  3.359747e-01  9.469230e-02  1.865985e-02  3.890700e-02
  4.500000e-01  3.377430e-01  9.434211e-02  1.859343e-02  3.872428e-02
  4.500000e-01  3.395112e-01  9.398857e-02  1.852110e-02  3.853999e-02
  4.500000e-01  3.412795e-01  9.363336e-02  1.846268e-02  3.835479e-02
  4.500000e-01  3.430478e-01  9.327452e-02  1.840925e-02  3.816799e-02
  4.500000e-01  3.448161e-01  9.291287e-02  1.836053e-02  3.798010e-02
  4.500000e-01  3.465844e-01  9.254808e-02  1.832369e-02  3.779092e-02
  4.500000e-01  3.483527e-01  9.217908e-02  1.828996e-02  3.760019e-02
  4.500000e-01  3.501210e-01  9.180698e-02  1.826646e-02  3.740778e-02
  4.500000e-01  3.518893e-01  9.143028e-02  1.825452e-02  3.721375e-02
  4.600000e-01  0.000000e+00  1.473767e-01  2.824355e-02  6.414467e-02
  4.600000e-01  1.803333e-03  1.473733e-01  2.824350e-02  6.414329e-02
  4.600000e-01  3.606667e-03  1.473630e-01  2.824358e-02  6.413975e-02
  4.600000e-01  5.410000e-03  1.473459e-01  2.824354e-02  6.413345e-02
  4.600000e-01  7.213334e-03  1.473219e-01  2.824361e-02  6.412498e-02
  4.600000e-01  9.016667e-03  1.472911e-01  2.824358e-02  6.411376e-02
  4.600000e-01  1.082000e-02  1.472534e-01  2.824375e-02  6.410035e-02
  4.600000e-01  1.262333e-02  1.472090e-01  2.824407e-02  6.408449e-02
  4.600000e-01  1.442667e-02  1.471582e-01  2.824472e-02  6.406643e-02
  4.600000e-01  1.623000e-02  1.471003e-01  2.824501e-02  6.404560e-02
  4.600000e-01  1.803333e-02  1.470357e-01  2.824533e-02  6.402257e-02
  4.600000e-01  1.983667e-02  1.469645e-01  2.824559e-02  6.399705e-02
  4.600000e-01  2.164000e-02  1.468867e-01  2.824569e-02  6.396930e-02
  4.600000e-01  2.344333e-02  1.468023e-01  2.824588e-02  6.393905e-02
  4.600000e-01  2.524667e-02  1.467115e-01  2.824619e-02  6.390657e-02
  4.600000e-01  2.705000e-02  1.466142e-01  2.824639e-02  6.387158e-02
  4.600000e-01  2.885333e-02  1.465105e-01  2.824643e-02  6.383434e-02
  4.600000e-01  3.065667e-02  1.464005e-01  2.824645e-02  6.379484e-02
  4.600000e-01  3.246000e-02  1.462843e-01  2.824645e-02  6.375281e-02
  4.600000e-01  3.426333e-02  1.461618e-01  2.824625e-02  6.370877e-02
  4.600000e-01  3.606667e-02  1.460333e-01  2.824596e-02  6.366216e-02
  4.600000e-01  3.787000e-02  1.458987e-01  2.824560e-02  6.361354e-02
  4.600000e-01  3.967333e-02  1.457582e-01  2.824487e-02  6.356260e-02
  4.600000e-01  4.147667e-02  1.456117e-01  2.824434e-02  6.350964e-02
  4.600000e-01  4.328000e-02  1.454595e-01  2.824351e-02  6.345435e-02
  4.600000e-01  4.508333e-02  1.453016e-01  2.824237e-02  6.339672e-02
  4.600000e-01  4.688667e-02  1.451381e-01  2.824117e-02  6.333730e-02
  4.600000e-01  4.869000e-02  1.449690e-01  2.823957e-02  6.327549e-02
  4.600000e-01  5.049334e-02  1.447945e-01  2.823802e-02  6.321189e-02
  4.600000e-01  5.229667e-02  1.446147e-01  2.823593e-02  6.314588e-02
  4.600000e-01  5.410000e-02  1.444296e-01  2.823351e-02  6.307779e-02
  4.600000e-01  5.590334e-02  1.442394e-01  2.823101e-02  6.300783e-02
  4.600000e-01  5.770667e-02  1.440440e-01  2.822837e-02  6.293603e-02
  4.600000e-01  5.951000e-02  1.438438e-01  2.822480e-02  6.286206e-02
  4.600000e-01  6.131334e-02  1.436387e-01  2.822150e-02  6.278620e-02
  4.600000e-01  6.311667e-02  1.434288e-01  2.821757e-02  6.270846e-02
  4.600000e-01  6.492000e-02  1.432143e-01  2.821306e-02  6.262855e-02
  4.600000e-01  6.672334e-02  1.429952e-01  2.820845e-02  6.254703e-02
  4.600000e-01  6.852667e-02  1.427717e-01  2.820334e-02  6.246354e-02
  4.600000e-01  7.033000e-02  1.425438e-01  2.819764e-02  6.237842e-02
  4.600000e-01  7.213334e-02  1.423117e-01  2.819176e-02  6.229138e-02
  4.600000e-01  7.393667e-02  1.420754e-01  2.818517e-02  6.220245e-02
  4.600000e-01  7.574000e-02  1.418351e-01  2.817793e-02  6.211178e-02
  4.600000e-01  7.754334e-02  1.415908e-01  2.817041e-02  6.201976e-02
  4.600000e-01  7.934667e-02  1.413428e-01  2.816260e-02  6.192580e-02
  4.600000e-01  8.115000e-02  1.410909e-01  2.815378e-02  6.183031e-02
  4.600000e-01  8.295334e-02  1.408355e-01  2.814476e-02  6.173294e-02
  4.600000e-01  8.475667e-02  1.405765e-01  2.813497e-02  6.163409e-02
  4.600000e-01  8.656000e-02  1.403141e-01  2.812476e-02  6.153382e-02
  4.600000e-01  8.836334e-02  1.400483e-01  2.811319e-02  6.143160e-02
  4.600000e-01  9.016667e-02  1.397794e-01  2.810206e-02  6.132822e-02
  4.600000e-01  9.197000e-02  1.395073e-01  2.808974e-02  6.122312e-02
  4.600000e-01  9.377334e-02  1.392321e-01  2.807682e-02  6.111665e-02
  4.600000e-01  9.557667e-02  1.389540e-01  2.806304e-02  6.100870e-02
  4.600000e-01  9.738000e-02  1.386731e-01  2.804871e-02  6.089926e-02
  4.600000e-01  9.918334e-02  1.383894e-01  2.803404e-02  6.078857e-02
  4.600000e-01  1.009867e-01  1.381031e-01  2.801822e-02  6.067635e-02
  4.600000e-01  1.027900e-01  1.378142e-01  2.800179e-02  6.056295e-02
  4.600000e-01  1.045933e-01  1.375228e-01  2.798463e-02  6.044815e-02
  4.600000e-01  1.063967e-01  1.372290e-01  2.796660e-02  6.033217e-02
  4.600000e-01  1.082000e-01  1.369329e-01  2.794792e-02  6.021481e-02
  4.600000e-01  1.100033e-01  1.366346e-01  2.792850e-02  6.009612e-02
  4.600000e-01  1.118067e-01  1.363342e-01  2.790807e-02  5.997628e-02
  4.600000e-01  1.136100e-01  1.360317e-01  2.788724e-02  5.985535e-02
  4.600000e-01  1.154133e-01  1.357273e-01  2.786536e-02  5.973325e-02
  4.600000e-01  1.172167e-01  1.354209e-01  2.784275e-02  5.960996e-02
  4.600000e-01  1.190200e-01  1.351128e-01  2.781920e-02  5.948545e-02
  4.600000e-01  1.208233e-01  1.348030e-01  2.779475e-02  5.935985e-02
  4.600000e-01  1.226267e-01  1.344915e-01  2.776971e-02  5.923332e-02
  4.600000e-01  1.244300e-01  1.341783e-01  2.774354e-02  5.910560e-02
  4.600000e-01  1.262333e-01  1.338638e-01  2.771665e-02  5.897678e-02
  4.600000e-01  1.280367e-01  1.335478e-01  2.768903e-02  5.884713e-02
  4.600000e-01  1.298400e-01  1.332303e-01  2.766031e-02  5.871631e-02
  4.600000e-01  1.316433e-01  1.329116e-01  2.763090e-02  5.858476e-02
  4.600000e-01  1.334467e-01  1.325917e-01  2.760068e-02  5.845217e-02
  4.600000e-01  1.352500e-01  1.322707e-01  2.756939e-02  5.831848e-02
  4.600000e-01  1.370533e-01  1.319484e-01  2.753722e-02  5.818396e-02
  4.600000e-01  1.388567e-01  1.316253e-01  2.750396e-02  5.804862e-02
  4.600000e-01  1.406600e-01  1.313011e-01  2.747021e-02  5.791239e-02
  4.600000e-01  1.424633e-01  1.309760e-01  2.743552e-02  5.777526e-02
  4.600000e-01  1.442667e-01  1.306501e-01  2.739978e-02  5.763750e-02
  4.600000e-01  1.460700e-01  1.303233e-01  2.736272e-02  5.749876e-02
  4.600000e-01  1.478733e-01  1.299959e-01  2.732513e-02  5.735928e-02
  4.600000e-01  1.496767e-01  1.296675e-01  2.728677e-02  5.721893e-02
  4.600000e-01  1.514800e-01  1.293387e-01  2.724740e-02  5.707804e-02
  4.600000e-01  1.532833e-01  1.290093e-01  2.720671e-02  5.693591e-02
  4.600000e-01  1.550867e-01  1.286793e-01  2.716579e-02  5.679359e-02
  4.600000e-01  1.568900e-01  1.283488e-01  2.712336e-02  5.665029e-02
  4.600000e-01  1.586933e-01  1.280180e-01  2.708045e-02  5.650642e-02
  4.600000e-01  1.604967e-01  1.276866e-01  2.703651e-02  5.636199e-02
  4.600000e-01  1.623000e-01  1.273549e-01  2.699129e-02  5.621677e-02
  4.600000e-01  1.641033e-01  1.270229e-01  2.694555e-02  5.607074e-02
  4.600000e-01  1.659067e-01  1.266907e-01  2.689849e-02  5.592442e-02
  4.600000e-01  1.677100e-01  1.263582e-01  2.685108e-02  5.577745e-02
  4.600000e-01  1.695133e-01  1.260255e-01  2.680212e-02  5.562949e-02
  4.600000e-01  1.713167e-01  1.256927e-01  2.675315e-02  5.548133e-02
  4.600000e-01  1.731200e-01  1.253597e-01  2.670221e-02  5.533244e-02
  4.600000e-01  1.749233e-01  1.250267e-01  2.665130e-02  5.518307e-02
  4.600000e-01  1.767267e-01  1.246936e-01  2.659876e-02  5.503321e-02
  4.600000e-01  1.785300e-01  1.243605e-01  2.654522e-02  5.488278e-02
  4.600000e-01  1.803333e-01  1.240273e-01  2.649181e-02  5.473192e-02
  4.600000e-01  1.821367e-01  1.236942e-01  2.643661e-02  5.458067e-02
  4.600000e-01  1.839400e-01  1.233613e-01  2.638024e-02  5.442846e-02
  4.600000e-01  1.857433e-01  1.230283e-01  2.632406e-02  5.427610e-02
  4.600000e-01  1.875467e-01  1.226956e-01  2.626628e-02  5.412326e-02
  4.600000e-01  1.893500e-01  1.223629e-01  2.620721e-02  5.397003e-02
  4.600000e-01  1.911533e-01  1.220305e-01  2.614811e-02  5.381625e-02
  4.600000e-01  1.929567e-01  1.216983e-01  2.608787e-02  5.366217e-02
  4.600000e-01  1.947600e-01  1.213661e-01  2.602641e-02  5.350739e-02
  4.600000e-01  1.965633e-01  1.210343e-01  2.596465e-02  5.335266e-02
  4.600000e-01  1.983667e-01  1.207029e-01  2.590127e-02  5.319720e-02
  4.600000e-01  2.001700e-01  1.203715e-01  2.583784e-02  5.304146e-02
  4.600000e-01  2.019733e-01  1.200407e-01  2.577291e-02  5.288541e-02
  4.600000e-01  2.037767e-01  1.197102e-01  2.570748e-02  5.272898e-02
  4.600000e-01  2.055800e-01  1.193800e-01  2.564101e-02  5.257232e-02
  4.600000e-01  2.073833e-01  1.190499e-01  2.557406e-02  5.241490e-02
  4.600000e-01  2.091867e-01  1.187205e-01  2.550593e-02  5.225751e-02
  4.600000e-01  2.109900e-01  1.183913e-01  2.543743e-02  5.209951e-02
  4.600000e-01  2.127933e-01  1.180626e-01  2.536774e-02  5.194153e-02
  4.600000e-01  2.145967e-01  1.177342e-01  2.529759e-02  5.178301e-02
  4.600000e-01  2.164000e-01  1.174064e-01  2.522638e-02  5.162444e-02
  4.600000e-01  2.182033e-01  1.170788e-01  2.515386e-02  5.146524e-02
  4.600000e-01  2.200067e-01  1.167517e-01  2.508111e-02  5.130594e-02
  4.600000e-01  2.218100e-01  1.164251e-01  2.500799e-02  5.114632e-02
  4.600000e-01  2.236133e-01  1.160990e-01  2.493340e-02  5.098653e-02
  4.600000e-01  2.254167e-01  1.157732e-01  2.485716e-02  5.082627e-02
  4.600000e-01  2.272200e-01  1.154481e-01  2.478238e-02  5.066629e-02
  4.600000e-01  2.290233e-01  1.151232e-01  2.470560e-02  5.050545e-02
  4.600000e-01  2.308267e-01  1.147989e-01  2.462816e-02  5.034452e-02
  4.600000e-01  2.326300e-01  1.144752e-01  2.455029e-02  5.018354e-02
  4.600000e-01  2.344333e-01  1.141517e-01  2.447111e-02  5.002211e-02
  4.600000e-01  2.362367e-01  1.138289e-01  2.439170e-02  4.986068e-02
  4.600000e-01  2.380400e-01  1.135064e-01  2.431154e-02  4.969888e-02
  4.600000e-01  2.398433e-01  1.131845e-01  2.422981e-02  4.953686e-02
  4.600000e-01  2.416467e-01  1.128630e-01  2.414859e-02  4.937474e-02
  4.600000e-01  2.434500e-01  1.125420e-01  2.406652e-02  4.921233e-02
  4.600000e-01  2.452533e-01  1.122214e-01  2.398282e-02  4.904961e-02
  4.600000e-01  2.470567e-01  1.119013e-01  2.389909e-02  4.888698e-02
  4.600000e-01  2.488600e-01  1.115817e-01  2.381504e-02  4.872386e-02
  4.600000e-01  2.506633e-01  1.112624e-01  2.372935e-02  4.856059e-02
  4.600000e-01  2.524667e-01  1.109436e-01  2.364403e-02  4.839733e-02
  4.600000e-01  2.542700e-01  1.106252e-01  2.355746e-02  4.823356e-02
  4.600000e-01  2.560733e-01  1.103071e-01  2.347012e-02  4.806972e-02
  4.600000e-01  2.578767e-01  1.099896e-01  2.338177e-02  4.790575e-02
  4.600000e-01  2.596800e-01  1.096723e-01  2.329413e-02  4.774156e-02
  4.600000e-01  2.614833e-01  1.093554e-01  2.320477e-02  4.757729e-02
  4.600000e-01  2.632867e-01  1.090389e-01  2.311434e-02  4.741280e-02
  4.600000e-01  2.650900e-01  1.087227e-01  2.302519e-02  4.724806e-02
  4.600000e-01  2.668933e-01  1.084067e-01  2.293458e-02  4.708304e-02
  4.600000e-01  2.686967e-01  1.080912e-01  2.284241e-02  4.691778e-02
  4.600000e-01  2.705000e-01  1.077758e-01  2.275091e-02  4.675252e-02
  4.600000e-01  2.723033e-01  1.074605e-01  2.265728e-02  4.658665e-02
  4.600000e-01  2.741067e-01  1.071457e-01  2.256533e-02  4.642112e-02
  4.600000e-01  2.759100e-01  1.068309e-01  2.247091e-02  4.625506e-02
  4.600000e-01  2.777133e-01  1.065163e-01  2.237689e-02  4.608890e-02
  4.600000e-01  2.795167e-01  1.062020e-01  2.228131e-02  4.592261e-02
  4.600000e-01  2.813200e-01  1.058875e-01  2.218551e-02  4.575588e-02
  4.600000e-01  2.831233e-01  1.055731e-01  2.209037e-02  4.558882e-02
  4.600000e-01  2.849267e-01  1.052589e-01  2.199360e-02  4.542165e-02
  4.600000e-01  2.867300e-01  1.049446e-01  2.189684e-02  4.525425e-02
  4.600000e-01  2.885333e-01  1.046303e-01  2.179873e-02  4.508669e-02
  4.600000e-01  2.903367e-01  1.043159e-01  2.170001e-02  4.491884e-02
  4.600000e-01  2.921400e-01  1.040014e-01  2.160115e-02  4.475060e-02
  4.600000e-01  2.939433e-01  1.036866e-01  2.150325e-02  4.458205e-02
  4.600000e-01  2.957467e-01  1.033719e-01  2.140369e-02  4.441323e-02
  4.600000e-01  2.975500e-01  1.030567e-01  2.130147e-02  4.424411e-02
  4.600000e-01  2.993533e-01  1.027411e-01  2.120266e-02  4.407474e-02
  4.600000e-01  3.011567e-01  1.024252e-01  2.109934e-02  4.390486e-02
  4.600000e-01  3.029600e-01  1.021090e-01  2.099908e-02  4.373488e-02
  4.600000e-01  3.047633e-01  1.017923e-01  2.089593e-02  4.356438e-02
  4.600000e-01  3.065667e-01  1.014750e-01  2.079319e-02  4.339340e-02
  4.600000e-01  3.083700e-01  1.011571e-01  2.068979e-02  4.322212e-02
  4.600000e-01  3.101733e-01  1.008383e-01  2.058516e-02  4.305012e-02
  4.600000e-01  3.119767e-01  1.005190e-01  2.048010e-02  4.287798e-02
  4.600000e-01  3.137800e-01  1.001990e-01  2.037476e-02  4.270540e-02
  4.600000e-01  3.155833e-01  9.987816e-02  2.026808e-02  4.253224e-02
  4.600000e-01  3.173867e-01  9.955647e-02  2.016231e-02  4.235844e-02
  4.600000e-01  3.191900e-01  9.923354e-02  2.005515e-02  4.218421e-02
  4.600000e-01  3.209933e-01  9.890951e-02  1.994671e-02  4.200945e-02
  4.600000e-01  3.227967e-01  9.858431e-02  1.983729e-02  4.183403e-02
  4.600000e-01  3.246000e-01  9.825772e-02  1.972743e-02  4.165789e-02
  4.600000e-01  3.264033e-01  9.793004e-02  1.961673e-02  4.148122e-02
  4.600000e-01  3.282067e-01  9.760083e-02  1.950561e-02  4.130374e-02
  4.600000e-01  3.300100e-01  9.727007e-02  1.939471e-02  4.112542e-02
  4.600000e-01  3.318133e-01  9.693755e-02  1.928147e-02  4.094655e-02
  4.600000e-01  3.336167e-01  9.660350e-02  1.916743e-02  4.076682e-02
  4.600000e-01  3.354200e-01  9.626728e-02  1.905087e-02  4.058612e-02
  4.600000e-01  3.372233e-01  9.592932e-02  1.893448e-02  4.040463e-02
  4.600000e-01  3.390267e-01  9.558928e-02  1.881559e-02  4.022227e-02
  4.600000e-01  3.408300e-01  9.524714e-02  1.869722e-02  4.003895e-02
  4.600000e-01  3.426333e-01  9.490257e-02  1.857467e-02  3.985432e-02
  4.600000e-01  3.444367e-01  9.455500e-02  1.903379e-02  3.966864e-02
  4.600000e-01  3.462400e-01  9.420465e-02  1.897095e-02  3.948194e-02
  4.600000e-01  3.480433e-01  9.385240e-02  1.890222e-02  3.929423e-02
  4.600000e-01  3.498467e-01  9.349699e-02  1.884925e-02  3.910497e-02
  4.600000e-01  3.516500e-01  9.313864e-02  1.880209e-02  3.891438e-02
  4.600000e-01  3.534533e-01  9.277716e-02  1.876362e-02  3.872274e-02
  4.600000e-01  3.552567e-01  9.241170e-02  1.873140e-02  3.852922e-02
  4.600000e-01  3.570600e-01  9.204275e-02  1.871044e-02  3.833441e-02
  4.600000e-01  3.588633e-01  9.167024e-02  1.869971e-02  3.813779e-02
  4.700000e-01  0.000000e+00  1.472237e-01  2.879633e-02  6.544066e-02
  4.700000e-01  1.838184e-03  1.472203e-01  2.879628e-02  6.543925e-02
  4.700000e-01  3.676368e-03  1.472102e-01  2.879651e-02  6.543590e-02
  4.700000e-01  5.514552e-03  1.471933e-01  2.879662e-02  6.542971e-02
  4.700000e-01  7.352737e-03  1.471697e-01  2.879671e-02  6.542099e-02
  4.700000e-01  9.190921e-03  1.471397e-01  2.879709e-02  6.541003e-02
  4.700000e-01  1.102910e-02  1.471027e-01  2.879714e-02  6.539652e-02
  4.700000e-01  1.286729e-02  1.470590e-01  2.879711e-02  6.538046e-02
  4.700000e-01  1.470547e-02  1.470087e-01  2.879708e-02  6.536186e-02
  4.700000e-01  1.654366e-02  1.469517e-01  2.879726e-02  6.534128e-02
  4.700000e-01  1.838184e-02  1.468882e-01  2.879746e-02  6.531787e-02
  4.700000e-01  2.022003e-02  1.468182e-01  2.879780e-02  6.529218e-02
  4.700000e-01  2.205821e-02  1.467416e-01  2.879814e-02  6.526423e-02
  4.700000e-01  2.389639e-02  1.466586e-01  2.879816e-02  6.523370e-02
  4.700000e-01  2.573458e-02  1.465692e-01  2.879809e-02  6.520088e-02
  4.700000e-01  2.757276e-02  1.464734e-01  2.879842e-02  6.516576e-02
  4.700000e-01  2.941095e-02  1.463713e-01  2.879856e-02  6.512831e-02
  4.700000e-01  3.124913e-02  1.462630e-01  2.879822e-02  6.508854e-02
  4.700000e-01  3.308731e-02  1.461486e-01  2.879793e-02  6.504617e-02
  4.700000e-01  3.492550e-02  1.460280e-01  2.879790e-02  6.500174e-02
  4.700000e-01  3.676368e-02  1.459015e-01  2.879751e-02  6.495496e-02
  4.700000e-01  3.860187e-02  1.457689e-01  2.879685e-02  6.490611e-02
  4.700000e-01  4.044005e-02  1.456305e-01  2.879623e-02  6.485462e-02
  4.700000e-01  4.227824e-02  1.454863e-01  2.879535e-02  6.480105e-02
  4.700000e-01  4.411642e-02  1.453364e-01  2.879434e-02  6.474538e-02
  4.700000e-01  4.595460e-02  1.451808e-01  2.879327e-02  6.468760e-02
  4.700000e-01  4.779279e-02  1.450197e-01  2.879182e-02  6.462743e-02
  4.700000e-01  4.963097e-02  1.448531e-01  2.879014e-02  6.456510e-02
  4.700000e-01  5.146916e-02  1.446811e-01  2.878814e-02  6.450093e-02
  4.700000e-01  5.330734e-02  1.445038e-01  2.878615e-02  6.443465e-02
  4.700000e-01  5.514552e-02  1.443213e-01  2.878379e-02  6.436618e-02
  4.700000e-01  5.698371e-02  1.441337e-01  2.878098e-02  6.429552e-02
  4.700000e-01  5.882189e-02  1.439412e-01  2.877799e-02  6.422294e-02
  4.700000e-01  6.066008e-02  1.437437e-01  2.877448e-02  6.414823e-02
  4.700000e-01  6.249826e-02  1.435413e-01  2.877091e-02  6.407183e-02
  4.700000e-01  6.433645e-02  1.433343e-01  2.876670e-02  6.399327e-02
  4.700000e-01  6.617463e-02  1.431226e-01  2.876236e-02  6.391305e-02
  4.700000e-01  6.801281e-02  1.429064e-01  2.875720e-02  6.383058e-02
  4.700000e-01  6.985100e-02  1.426858e-01  2.875198e-02  6.374616e-02
  4.700000e-01  7.168918e-02  1.424608e-01  2.874636e-02  6.366040e-02
  4.700000e-01  7.352737e-02  1.422317e-01  2.873994e-02  6.357237e-02
  4.700000e-01  7.536555e-02  1.419984e-01  2.873332e-02  6.348263e-02
  4.700000e-01  7.720373e-02  1.417611e-01  2.872588e-02  6.339118e-02
  4.700000e-01  7.904192e-02  1.415199e-01  2.871830e-02  6.329805e-02
  4.700000e-01  8.088010e-02  1.412747e-01  2.871007e-02  6.320329e-02
  4.700000e-01  8.271829e-02  1.410260e-01  2.870109e-02  6.310671e-02
  4.700000e-01  8.455647e-02  1.407735e-01  2.869196e-02  6.300847e-02
  4.700000e-01  8.639466e-02  1.405176e-01  2.868193e-02  6.290847e-02
  4.700000e-01  8.823284e-02  1.402582e-01  2.867101e-02  6.280685e-02
  4.700000e-01  9.007102e-02  1.399954e-01  2.866027e-02  6.270404e-02
  4.700000e-01  9.190921e-02  1.397295e-01  2.864833e-02  6.259941e-02
  4.700000e-01  9.374739e-02  1.394604e-01  2.863592e-02  6.249317e-02
  4.700000e-01  9.558558e-02  1.391882e-01  2.862228e-02  6.238559e-02
  4.700000e-01  9.742376e-02  1.389131e-01  2.860887e-02  6.227650e-02
  4.700000e-01  9.926194e-02  1.386352e-01  2.859438e-02  6.216577e-02
  4.700000e-01  1.011001e-01  1.383545e-01  2.857905e-02  6.205380e-02
  4.700000e-01  1.029383e-01  1.380711e-01  2.856327e-02  6.194060e-02
  4.700000e-01  1.047765e-01  1.377851e-01  2.854647e-02  6.182573e-02
  4.700000e-01  1.066147e-01  1.374966e-01  2.852901e-02  6.170935e-02
  4.700000e-01  1.084529e-01  1.372057e-01  2.851108e-02  6.159219e-02
  4.700000e-01  1.102910e-01  1.369125e-01  2.849214e-02  6.147354e-02
  4.700000e-01  1.121292e-01  1.366171e-01  2.847239e-02  6.135354e-02
  4.700000e-01  1.139674e-01  1.363195e-01  2.845190e-02  6.123216e-02
  4.700000e-01  1.158056e-01  1.360198e-01  2.843041e-02  6.110966e-02
  4.700000e-01  1.176438e-01  1.357181e-01  2.840822e-02  6.098578e-02
  4.700000e-01  1.194820e-01  1.354145e-01  2.838552e-02  6.086111e-02
  4.700000e-01  1.213202e-01  1.351092e-01  2.836182e-02  6.073533e-02
  4.700000e-01  1.231583e-01  1.348020e-01  2.833709e-02  6.060804e-02
  4.700000e-01  1.249965e-01  1.344931e-01  2.831175e-02  6.047989e-02
  4.700000e-01  1.268347e-01  1.341827e-01  2.828519e-02  6.035045e-02
  4.700000e-01  1.286729e-01  1.338706e-01  2.825808e-02  6.022012e-02
  4.700000e-01  1.305111e-01  1.335573e-01  2.823016e-02  6.008884e-02
  4.700000e-01  1.323493e-01  1.332425e-01  2.820109e-02  5.995615e-02
  4.700000e-01  1.341874e-01  1.329262e-01  2.817127e-02  5.982283e-02
  4.700000e-01  1.360256e-01  1.326088e-01  2.814030e-02  5.968857e-02
  4.700000e-01  1.378638e-01  1.322902e-01  2.810879e-02  5.955297e-02
  4.700000e-01  1.397020e-01  1.319704e-01  2.807636e-02  5.941655e-02
  4.700000e-01  1.415402e-01  1.316497e-01  2.804342e-02  5.927989e-02
  4.700000e-01  1.433784e-01  1.313278e-01  2.800908e-02  5.914169e-02
  4.700000e-01  1.452165e-01  1.310050e-01  2.797335e-02  5.900226e-02
  4.700000e-01  1.470547e-01  1.306814e-01  2.793751e-02  5.886281e-02
  4.700000e-01  1.488929e-01  1.303569e-01  2.790071e-02  5.872219e-02
  4.700000e-01  1.507311e-01  1.300316e-01  2.786266e-02  5.858072e-02
  4.700000e-01  1.525693e-01  1.297055e-01  2.782328e-02  5.843828e-02
  4.700000e-01  1.544075e-01  1.293788e-01  2.778362e-02  5.829522e-02
  4.700000e-01  1.562457e-01  1.290516e-01  2.774312e-02  5.815167e-02
  4.700000e-01  1.580838e-01  1.287236e-01  2.770120e-02  5.800709e-02
  4.700000e-01  1.599220e-01  1.283953e-01  2.765852e-02  5.786159e-02
  4.700000e-01  1.617602e-01  1.280664e-01  2.761505e-02  5.771561e-02
  4.700000e-01  1.635984e-01  1.277371e-01  2.757037e-02  5.756914e-02
  4.700000e-01  1.654366e-01  1.274074e-01  2.752497e-02  5.742171e-02
  4.700000e-01  1.672748e-01  1.270773e-01  2.747836e-02  5.727363e-02
  4.700000e-01  1.691129e-01  1.267469e-01  2.743132e-02  5.712489e-02
  4.700000e-01  1.709511e-01  1.264163e-01  2.738271e-02  5.697562e-02
  4.700000e-01  1.727893e-01  1.260855e-01  2.733404e-02  5.682595e-02
  4.700000e-01  1.746275e-01  1.257545e-01  2.728391e-02  5.667567e-02
  4.700000e-01  1.764657e-01  1.254233e-01  2.723299e-02  5.652425e-02
  4.700000e-01  1.783039e-01  1.250921e-01  2.718066e-02  5.637284e-02
  4.700000e-01  1.801420e-01  1.247606e-01  2.712816e-02  5.622061e-02
  4.700000e-01  1.819802e-01  1.244292e-01  2.707405e-02  5.606772e-02
  4.700000e-01  1.838184e-01  1.240978e-01  2.701959e-02  5.591471e-02
  4.700000e-01  1.856566e-01  1.237663e-01  2.696420e-02  5.576091e-02
  4.700000e-01  1.874948e-01  1.234351e-01  2.690734e-02  5.560670e-02
  4.700000e-01  1.893330e-01  1.231038e-01  2.685004e-02  5.545197e-02
  4.700000e-01  1.911712e-01  1.227727e-01  2.679209e-02  5.529661e-02
  4.700000e-01  1.930093e-01  1.224416e-01  2.673288e-02  5.514094e-02
  4.700000e-01  1.948475e-01  1.221107e-01  2.667253e-02  5.498497e-02
  4.700000e-01  1.966857e-01  1.217799e-01  2.661150e-02  5.482840e-02
  4.700000e-01  1.985239e-01  1.214494e-01  2.654952e-02  5.467139e-02
  4.700000e-01  2.003621e-01  1.211192e-01  2.648723e-02  5.451407e-02
  4.700000e-01  2.022003e-01  1.207891e-01  2.642328e-02  5.435629e-02
  4.700000e-01  2.040384e-01  1.204591e-01  2.635898e-02  5.419798e-02
  4.700000e-01  2.058766e-01  1.201296e-01  2.629360e-02  5.403935e-02
  4.700000e-01  2.077148e-01  1.198004e-01  2.622715e-02  5.388022e-02
  4.700000e-01  2.095530e-01  1.194715e-01  2.616017e-02  5.372118e-02
  4.700000e-01  2.113912e-01  1.191430e-01  2.609228e-02  5.356150e-02
  4.700000e-01  2.132294e-01  1.188148e-01  2.602378e-02  5.340158e-02
  4.700000e-01  2.150675e-01  1.184870e-01  2.595434e-02  5.324135e-02
  4.700000e-01  2.169057e-01  1.181597e-01  2.588319e-02  5.308059e-02
  4.700000e-01  2.187439e-01  1.178326e-01  2.581251e-02  5.291970e-02
  4.700000e-01  2.205821e-01  1.175057e-01  2.574005e-02  5.275809e-02
  4.700000e-01  2.224203e-01  1.171795e-01  2.566670e-02  5.259673e-02
  4.700000e-01  2.242585e-01  1.168538e-01  2.559373e-02  5.243475e-02
