# e(GeV/fm^3)  rho_B(1/fm^3)  c2_hat  zeta_hat(GeV/fm^3)  eta_hat(GeV/fm^3)
  5.300000e-01  4.910082e-02  1.479205e-01  3.182290e-02  7.363947e-02
  5.300000e-01  5.114668e-02  1.477690e-01  3.182512e-02  7.357762e-02
  5.300000e-01  5.319255e-02  1.476118e-01  3.182661e-02  7.351384e-02
  5.300000e-01  5.523842e-02  1.474490e-01  3.182799e-02  7.344723e-02
  5.300000e-01  5.728429e-02  1.472807e-01  3.182968e-02  7.337849e-02
  5.300000e-01  5.933015e-02  1.471070e-01  3.183083e-02  7.330729e-02
  5.300000e-01  6.137602e-02  1.469280e-01  3.183221e-02  7.323358e-02
  5.300000e-01  6.342189e-02  1.467436e-01  3.183250e-02  7.315769e-02
  5.300000e-01  6.546776e-02  1.465540e-01  3.183373e-02  7.308000e-02
  5.300000e-01  6.751362e-02  1.463593e-01  3.183394e-02  7.299927e-02
  5.300000e-01  6.955949e-02  1.461594e-01  3.183396e-02  7.291672e-02
  5.300000e-01  7.160536e-02  1.459546e-01  3.183416e-02  7.283208e-02
  5.300000e-01  7.365123e-02  1.457449e-01  3.183354e-02  7.274504e-02
  5.300000e-01  7.569709e-02  1.455303e-01  3.183270e-02  7.265557e-02
  5.300000e-01  7.774296e-02  1.453110e-01  3.183162e-02  7.256411e-02
  5.300000e-01  7.978883e-02  1.450870e-01  3.183009e-02  7.247059e-02
  5.300000e-01  8.183470e-02  1.448584e-01  3.182812e-02  7.237442e-02
  5.300000e-01  8.388056e-02  1.446252e-01  3.182576e-02  7.227676e-02
  5.300000e-01  8.592643e-02  1.443874e-01  3.182267e-02  7.217664e-02
  5.300000e-01  8.797230e-02  1.441455e-01  3.181939e-02  7.207475e-02
  5.300000e-01  9.001817e-02  1.438993e-01  3.181575e-02  7.197066e-02
  5.300000e-01  9.206403e-02  1.436490e-01  3.181145e-02  7.186461e-02
  5.300000e-01  9.410990e-02  1.433946e-01  3.180620e-02  7.175644e-02
  5.300000e-01  9.615577e-02  1.431362e-01  3.180147e-02  7.164655e-02
  5.300000e-01  9.820164e-02  1.428739e-01  3.179529e-02  7.153434e-02
  5.300000e-01  1.002475e-01  1.426077e-01  3.178847e-02  7.142031e-02
  5.300000e-01  1.022934e-01  1.423379e-01  3.178151e-02  7.130442e-02
  5.300000e-01  1.043392e-01  1.420644e-01  3.177355e-02  7.118666e-02
  5.300000e-01  1.063851e-01  1.417873e-01  3.176503e-02  7.106706e-02
  5.300000e-01  1.084310e-01  1.415068e-01  3.175561e-02  7.094585e-02
  5.300000e-01  1.104768e-01  1.412230e-01  3.174589e-02  7.082234e-02
  5.300000e-01  1.125227e-01  1.409358e-01  3.173527e-02  7.069769e-02
  5.300000e-01  1.145686e-01  1.406454e-01  3.172357e-02  7.057065e-02
  5.300000e-01  1.166144e-01  1.403520e-01  3.171127e-02  7.044220e-02
  5.300000e-01  1.186603e-01  1.400555e-01  3.169833e-02  7.031187e-02
  5.300000e-01  1.207062e-01  1.397561e-01  3.168451e-02  7.018002e-02
  5.300000e-01  1.227520e-01  1.394539e-01  3.167014e-02  7.004646e-02
  5.300000e-01  1.247979e-01  1.391489e-01  3.165463e-02  6.991181e-02
  5.300000e-01  1.268438e-01  1.388413e-01  3.163834e-02  6.977482e-02
  5.300000e-01  1.288896e-01  1.385311e-01  3.162108e-02  6.963641e-02
  5.300000e-01  1.309355e-01  1.382185e-01  3.160258e-02  6.949668e-02
  5.300000e-01  1.329814e-01  1.379033e-01  3.158376e-02  6.935549e-02
  5.300000e-01  1.350272e-01  1.375859e-01  3.156359e-02  6.921229e-02
  5.300000e-01  1.370731e-01  1.372663e-01  3.154247e-02  6.906804e-02
  5.300000e-01  1.391190e-01  1.369446e-01  3.152059e-02  6.892234e-02
  5.300000e-01  1.411649e-01  1.366207e-01  3.149798e-02  6.877523e-02
  5.300000e-01  1.432107e-01  1.362949e-01  3.147410e-02  6.862641e-02
  5.300000e-01  1.452566e-01  1.359671e-01  3.144931e-02  6.847674e-02
  5.300000e-01  1.473025e-01  1.356377e-01  3.142320e-02  6.832536e-02
  5.300000e-01  1.493483e-01  1.353064e-01  3.139656e-02  6.817275e-02
  5.300000e-01  1.513942e-01  1.349735e-01  3.136894e-02  6.801911e-02
  5.300000e-01  1.534401e-01  1.346390e-01  3.134021e-02  6.786420e-02
  5.300000e-01  1.554859e-01  1.343029e-01  3.131015e-02  6.770753e-02
  5.300000e-01  1.575318e-01  1.339655e-01  3.127902e-02  6.755013e-02
  5.300000e-01  1.595777e-01  1.336267e-01  3.124686e-02  6.739154e-02
  5.300000e-01  1.616235e-01  1.332867e-01  3.121333e-02  6.723168e-02
  5.300000e-01  1.636694e-01  1.329454e-01  3.117927e-02  6.707093e-02
  5.300000e-01  1.657153e-01  1.326030e-01  3.114393e-02  6.690887e-02
  5.300000e-01  1.677611e-01  1.322595e-01  3.110765e-02  6.674579e-02
  5.300000e-01  1.698070e-01  1.319149e-01  3.106946e-02  6.658147e-02
  5.300000e-01  1.718529e-01  1.315696e-01  3.103102e-02  6.641631e-02
  5.300000e-01  1.738987e-01  1.312232e-01  3.099123e-02  6.625012e-02
  5.300000e-01  1.759446e-01  1.308762e-01  3.095053e-02  6.608321e-02
  5.300000e-01  1.779905e-01  1.305284e-01  3.090834e-02  6.591504e-02
  5.300000e-01  1.800363e-01  1.301799e-01  3.086554e-02  6.574621e-02
  5.300000e-01  1.820822e-01  1.298307e-01  3.082076e-02  6.557615e-02
  5.300000e-01  1.841281e-01  1.294811e-01  3.077560e-02  6.540543e-02
  5.300000e-01  1.861739e-01  1.291309e-01  3.072927e-02  6.523400e-02
  5.300000e-01  1.882198e-01  1.287803e-01  3.068121e-02  6.506147e-02
  5.300000e-01  1.902657e-01  1.284293e-01  3.063313e-02  6.488843e-02
  5.300000e-01  1.923115e-01  1.280780e-01  3.058278e-02  6.471441e-02
  5.300000e-01  1.943574e-01  1.277264e-01  3.053231e-02  6.453952e-02
  5.300000e-01  1.964033e-01  1.273747e-01  3.047969e-02  6.436441e-02
  5.300000e-01  1.984491e-01  1.270227e-01  3.042668e-02  6.418802e-02
  5.300000e-01  2.004950e-01  1.266705e-01  3.037205e-02  6.401131e-02
  5.300000e-01  2.025409e-01  1.263184e-01  3.031691e-02  6.383387e-02
  5.300000e-01  2.045867e-01  1.259661e-01  3.026018e-02  6.365537e-02
  5.300000e-01  2.066326e-01  1.256138e-01  3.020221e-02  6.347671e-02
  5.300000e-01  2.086785e-01  1.252618e-01  3.014357e-02  6.329738e-02
  5.300000e-01  2.107243e-01  1.249097e-01  3.008415e-02  6.311751e-02
  5.300000e-01  2.127702e-01  1.245578e-01  3.002281e-02  6.293687e-02
  5.300000e-01  2.148161e-01  1.242061e-01  2.996027e-02  6.275599e-02
  5.300000e-01  2.168619e-01  1.238547e-01  2.989767e-02  6.257411e-02
  5.300000e-01  2.189078e-01  1.235034e-01  2.983355e-02  6.239215e-02
  5.300000e-01  2.209537e-01  1.231525e-01  2.976770e-02  6.220945e-02
  5.300000e-01  2.229995e-01  1.228020e-01  2.970139e-02  6.202675e-02
  5.300000e-01  2.250454e-01  1.224517e-01  2.963383e-02  6.184309e-02
  5.300000e-01  2.270913e-01  1.221020e-01  2.956586e-02  6.165927e-02
  5.300000e-01  2.291371e-01  1.217525e-01  2.949653e-02  6.147488e-02
  5.300000e-01  2.311830e-01  1.214037e-01  2.942581e-02  6.129022e-02
  5.300000e-01  2.332289e-01  1.210552e-01  2.935427e-02  6.110531e-02
  5.300000e-01  2.352748e-01  1.207072e-01  2.928201e-02  6.092000e-02
  5.300000e-01  2.373206e-01  1.203598e-01  2.920824e-02  6.073403e-02
  5.300000e-01  2.393665e-01  1.200131e-01  2.913388e-02  6.054812e-02
  5.300000e-01  2.414124e-01  1.196669e-01  2.905744e-02  6.036155e-02
  5.300000e-01  2.434582e-01  1.193213e-01  2.898135e-02  6.017502e-02
  5.300000e-01  2.455041e-01  1.189763e-01  2.890331e-02  5.998797e-02
  5.300000e-01  2.475500e-01  1.186320e-01  2.882529e-02  5.980089e-02
  5.300000e-01  2.495958e-01  1.182883e-01  2.874638e-02  5.961347e-02
  5.300000e-01  2.516417e-01  1.179452e-01  2.866572e-02  5.942552e-02
  5.300000e-01  2.536876e-01  1.176032e-01  2.858372e-02  5.923794e-02
  5.300000e-01  2.557334e-01  1.172616e-01  2.850236e-02  5.904961e-02
  5.300000e-01  2.577793e-01  1.169209e-01  2.841968e-02  5.886156e-02
  5.300000e-01  2.598252e-01  1.165807e-01  2.833481e-02  5.867292e-02
  5.300000e-01  2.618710e-01  1.162414e-01  2.825011e-02  5.848415e-02
  5.300000e-01  2.639169e-01  1.159029e-01  2.816442e-02  5.829553e-02
  5.300000e-01  2.659628e-01  1.155652e-01  2.807746e-02  5.810618e-02
  5.300000e-01  2.680086e-01  1.152284e-01  2.799073e-02  5.791754e-02
  5.300000e-01  2.700545e-01  1.148925e-01  2.790248e-02  5.772815e-02
  5.300000e-01  2.721004e-01  1.145570e-01  2.781318e-02  5.753878e-02
  5.300000e-01  2.741462e-01  1.142225e-01  2.772376e-02  5.734930e-02
  5.300000e-01  2.761921e-01  1.138888e-01  2.763259e-02  5.715965e-02
  5.300000e-01  2.782380e-01  1.135560e-01  2.754090e-02  5.697007e-02
  5.300000e-01  2.802838e-01  1.132238e-01  2.744905e-02  5.678006e-02
  5.300000e-01  2.823297e-01  1.128926e-01  2.735557e-02  5.659019e-02
  5.300000e-01  2.843756e-01  1.125624e-01  2.726158e-02  5.640080e-02
  5.300000e-01  2.864214e-01  1.122327e-01  2.716691e-02  5.621057e-02
  5.300000e-01  2.884673e-01  1.119038e-01  2.707186e-02  5.602050e-02
  5.300000e-01  2.905132e-01  1.115759e-01  2.697594e-02  5.583063e-02
  5.300000e-01  2.925590e-01  1.112486e-01  2.687851e-02  5.564018e-02
  5.300000e-01  2.946049e-01  1.109221e-01  2.678159e-02  5.545003e-02
  5.300000e-01  2.966508e-01  1.105964e-01  2.668315e-02  5.525964e-02
  5.300000e-01  2.986966e-01  1.102716e-01  2.658442e-02  5.506962e-02
  5.300000e-01  3.007425e-01  1.099476e-01  2.648607e-02  5.487941e-02
  5.300000e-01  3.027884e-01  1.096241e-01  2.638512e-02  5.468879e-02
  5.300000e-01  3.048342e-01  1.093014e-01  2.628337e-02  5.449843e-02
  5.300000e-01  3.068801e-01  1.089792e-01  2.618087e-02  5.430791e-02
  5.300000e-01  3.089260e-01  1.086581e-01  2.608047e-02  5.411754e-02
  5.300000e-01  3.109718e-01  1.083373e-01  2.597632e-02  5.392682e-02
  5.300000e-01  3.130177e-01  1.080173e-01  2.587341e-02  5.373636e-02
  5.300000e-01  3.150636e-01  1.076981e-01  2.576910e-02  5.354569e-02
  5.300000e-01  3.171094e-01  1.073792e-01  2.566486e-02  5.335489e-02
  5.300000e-01  3.191553e-01  1.070611e-01  2.555931e-02  5.316432e-02
  5.300000e-01  3.212012e-01  1.067435e-01  2.545229e-02  5.297354e-02
  5.300000e-01  3.232470e-01  1.064263e-01  2.534628e-02  5.278266e-02
  5.300000e-01  3.252929e-01  1.061095e-01  2.523989e-02  5.259163e-02
  5.300000e-01  3.273388e-01  1.057935e-01  2.513224e-02  5.240067e-02
  5.300000e-01  3.293847e-01  1.054775e-01  2.502386e-02  5.220935e-02
  5.300000e-01  3.314305e-01  1.051623e-01  2.491471e-02  5.201841e-02
  5.300000e-01  3.334764e-01  1.048473e-01  2.480439e-02  5.182707e-02
  5.300000e-01  3.355223e-01  1.045325e-01  2.469463e-02  5.163577e-02
  5.300000e-01  3.375681e-01  1.042178e-01  2.458557e-02  5.144390e-02
  5.300000e-01  3.396140e-01  1.039035e-01  2.447414e-02  5.125204e-02
  5.300000e-01  3.416599e-01  1.035894e-01  2.436067e-02  5.106028e-02
  5.300000e-01  3.437057e-01  1.032755e-01  2.425050e-02  5.086812e-02
  5.300000e-01  3.457516e-01  1.029615e-01  2.413517e-02  5.067576e-02
  5.300000e-01  3.477975e-01  1.026475e-01  2.402359e-02  5.048313e-02
  5.300000e-01  3.498433e-01  1.023336e-01  2.390900e-02  5.029067e-02
  5.300000e-01  3.518892e-01  1.020193e-01  2.379383e-02  5.009746e-02
  5.300000e-01  3.539351e-01  1.017050e-01  2.367846e-02  4.990380e-02
  5.300000e-01  3.559809e-01  1.013908e-01  2.356245e-02  4.971033e-02
  5.300000e-01  3.580268e-01  1.010761e-01  2.344550e-02  4.951640e-02
  5.300000e-01  3.600727e-01  1.007608e-01  2.332783e-02  4.932180e-02
  5.300000e-01  3.621185e-01  1.004451e-01  2.320899e-02  4.912723e-02
  5.300000e-01  3.641644e-01  1.001291e-01  2.308973e-02  4.893197e-02
  5.300000e-01  3.662103e-01  9.981263e-02  2.297093e-02  4.873672e-02
  5.300000e-01  3.682561e-01  9.949542e-02  2.284940e-02  4.854043e-02
  5.300000e-01  3.703020e-01  9.917746e-02  2.272610e-02  4.834386e-02
  5.300000e-01  3.723479e-01  9.885870e-02  2.260530e-02  4.814678e-02
  5.300000e-01  3.743937e-01  9.853888e-02  2.247980e-02  4.794884e-02
  5.300000e-01  3.764396e-01  9.821831e-02  2.235606e-02  4.775077e-02
  5.300000e-01  3.784855e-01  9.789639e-02  2.222911e-02  4.755160e-02
  5.300000e-01  3.805313e-01  9.757343e-02  2.210188e-02  4.735191e-02
  5.300000e-01  3.825772e-01  9.724923e-02  2.197212e-02  4.715125e-02
  5.300000e-01  3.846231e-01  9.692338e-02  2.184185e-02  4.695003e-02
  5.300000e-01  3.866689e-01  9.659592e-02  2.170827e-02  4.674786e-02
  5.300000e-01  3.887148e-01  9.626649e-02  2.157401e-02  4.654455e-02
  5.300000e-01  3.907607e-01  9.593577e-02  2.143551e-02  4.634048e-02
  5.300000e-01  3.928065e-01  9.560329e-02  2.129827e-02  4.613537e-02
  5.300000e-01  3.948524e-01  9.526899e-02  2.115581e-02  4.592942e-02
  5.300000e-01  3.968983e-01  9.493211e-02  2.101117e-02  4.572182e-02
  5.300000e-01  3.989441e-01  9.459292e-02  2.192479e-02  4.551344e-02
  5.300000e-01  4.009900e-01  9.425146e-02  2.188947e-02  4.530340e-02
  5.300000e-01  4.030359e-01  9.390670e-02  2.184528e-02  4.509191e-02
  5.300000e-01  4.050817e-01  9.356001e-02  2.182833e-02  4.487914e-02
  5.300000e-01  4.071276e-01  9.321049e-02  2.182820e-02  4.466512e-02
  5.400000e-01  0.000000e+00  1.496332e-01  3.232991e-02  7.569030e-02
  5.400000e-01  2.080062e-03  1.496300e-01  3.233003e-02  7.568912e-02
  5.400000e-01  4.160125e-03  1.496205e-01  3.233024e-02  7.568522e-02
  5.400000e-01  6.240187e-03  1.496046e-01  3.233053e-02  7.567862e-02
  5.400000e-01  8.320249e-03  1.495823e-01  3.233109e-02  7.566964e-02
  5.400000e-01  1.040031e-02  1.495537e-01  3.233175e-02  7.565796e-02
  5.400000e-01  1.248037e-02  1.495187e-01  3.233267e-02  7.564391e-02
  5.400000e-01  1.456044e-02  1.494774e-01  3.233353e-02  7.562684e-02
  5.400000e-01  1.664050e-02  1.494299e-01  3.233450e-02  7.560739e-02
  5.400000e-01  1.872056e-02  1.493760e-01  3.233573e-02  7.558527e-02
  5.400000e-01  2.080062e-02  1.493159e-01  3.233729e-02  7.556079e-02
  5.400000e-01  2.288069e-02  1.492495e-01  3.233886e-02  7.553362e-02
  5.400000e-01  2.496075e-02  1.491769e-01  3.234056e-02  7.550410e-02
  5.400000e-01  2.704081e-02  1.490982e-01  3.234214e-02  7.547157e-02
  5.400000e-01  2.912087e-02  1.490130e-01  3.234342e-02  7.543669e-02
  5.400000e-01  3.120093e-02  1.489220e-01  3.234515e-02  7.539946e-02
  5.400000e-01  3.328100e-02  1.488250e-01  3.234702e-02  7.535959e-02
  5.400000e-01  3.536106e-02  1.487219e-01  3.234874e-02  7.531708e-02
  5.400000e-01  3.744112e-02  1.486128e-01  3.235127e-02  7.527227e-02
  5.400000e-01  3.952118e-02  1.484977e-01  3.235313e-02  7.522514e-02
  5.400000e-01  4.160125e-02  1.483768e-01  3.235446e-02  7.517504e-02
  5.400000e-01  4.368131e-02  1.482500e-01  3.235717e-02  7.512269e-02
  5.400000e-01  4.576137e-02  1.481174e-01  3.235866e-02  7.506770e-02
  5.400000e-01  4.784143e-02  1.479790e-01  3.236061e-02  7.501074e-02
  5.400000e-01  4.992150e-02  1.478350e-01  3.236250e-02  7.495086e-02
  5.400000e-01  5.200156e-02  1.476853e-01  3.236401e-02  7.488872e-02
  5.400000e-01  5.408162e-02  1.475301e-01  3.236564e-02  7.482408e-02
  5.400000e-01  5.616168e-02  1.473693e-01  3.236738e-02  7.475719e-02
  5.400000e-01  5.824174e-02  1.472031e-01  3.236857e-02  7.468804e-02
  5.400000e-01  6.032181e-02  1.470315e-01  3.236947e-02  7.461608e-02
  5.400000e-01  6.240187e-02  1.468546e-01  3.237102e-02  7.454224e-02
  5.400000e-01  6.448193e-02  1.466725e-01  3.237136e-02  7.446582e-02
  5.400000e-01  6.656199e-02  1.464851e-01  3.237178e-02  7.438694e-02
  5.400000e-01  6.864206e-02  1.462927e-01  3.237252e-02  7.430624e-02
  5.400000e-01  7.072212e-02  1.460952e-01  3.237252e-02  7.422275e-02
  5.400000e-01  7.280218e-02  1.458927e-01  3.237181e-02  7.413706e-02
  5.400000e-01  7.488224e-02  1.456854e-01  3.237177e-02  7.404961e-02
  5.400000e-01  7.696231e-02  1.454732e-01  3.237071e-02  7.395973e-02
  5.400000e-01  7.904237e-02  1.452564e-01  3.236943e-02  7.386742e-02
  5.400000e-01  8.112243e-02  1.450348e-01  3.236781e-02  7.377309e-02
  5.400000e-01  8.320249e-02  1.448087e-01  3.236592e-02  7.367631e-02
  5.400000e-01  8.528255e-02  1.445781e-01  3.236300e-02  7.357776e-02
  5.400000e-01  8.736262e-02  1.443431e-01  3.236016e-02  7.347659e-02
  5.400000e-01  8.944268e-02  1.441038e-01  3.235702e-02  7.337400e-02
  5.400000e-01  9.152274e-02  1.438602e-01  3.235310e-02  7.326915e-02
  5.400000e-01  9.360280e-02  1.436125e-01  3.234857e-02  7.316202e-02
  5.400000e-01  9.568287e-02  1.433604e-01  3.234339e-02  7.305294e-02
  5.400000e-01  9.776293e-02  1.431046e-01  3.233804e-02  7.294191e-02
  5.400000e-01  9.984299e-02  1.428450e-01  3.233194e-02  7.282891e-02
  5.400000e-01  1.019231e-01  1.425815e-01  3.232469e-02  7.271367e-02
  5.400000e-01  1.040031e-01  1.423142e-01  3.231791e-02  7.259691e-02
  5.400000e-01  1.060832e-01  1.420433e-01  3.230996e-02  7.247826e-02
  5.400000e-01  1.081632e-01  1.417689e-01  3.230111e-02  7.235741e-02
  5.400000e-01  1.102433e-01  1.414910e-01  3.229164e-02  7.223474e-02
  5.400000e-01  1.123234e-01  1.412098e-01  3.228174e-02  7.211030e-02
  5.400000e-01  1.144034e-01  1.409252e-01  3.227091e-02  7.198406e-02
  5.400000e-01  1.164835e-01  1.406375e-01  3.225944e-02  7.185629e-02
  5.400000e-01  1.185636e-01  1.403466e-01  3.224680e-02  7.172651e-02
  5.400000e-01  1.206436e-01  1.400527e-01  3.223393e-02  7.159490e-02
  5.400000e-01  1.227237e-01  1.397558e-01  3.221989e-02  7.146167e-02
  5.400000e-01  1.248037e-01  1.394561e-01  3.220525e-02  7.132685e-02
  5.400000e-01  1.268838e-01  1.391537e-01  3.218980e-02  7.119028e-02
  5.400000e-01  1.289639e-01  1.388486e-01  3.217333e-02  7.105245e-02
  5.400000e-01  1.310439e-01  1.385409e-01  3.215546e-02  7.091243e-02
  5.400000e-01  1.331240e-01  1.382307e-01  3.213749e-02  7.077110e-02
  5.400000e-01  1.352040e-01  1.379180e-01  3.211803e-02  7.062821e-02
  5.400000e-01  1.372841e-01  1.376031e-01  3.209767e-02  7.048371e-02
  5.400000e-01  1.393642e-01  1.372858e-01  3.207683e-02  7.033789e-02
  5.400000e-01  1.414442e-01  1.369664e-01  3.205490e-02  7.019082e-02
  5.400000e-01  1.435243e-01  1.366449e-01  3.203165e-02  7.004175e-02
  5.400000e-01  1.456044e-01  1.363214e-01  3.200739e-02  6.989147e-02
  5.400000e-01  1.476844e-01  1.359960e-01  3.198256e-02  6.973991e-02
  5.400000e-01  1.497645e-01  1.356687e-01  3.195663e-02  6.958698e-02
  5.400000e-01  1.518445e-01  1.353396e-01  3.192959e-02  6.943266e-02
  5.400000e-01  1.539246e-01  1.350089e-01  3.190129e-02  6.927721e-02
  5.400000e-01  1.560047e-01  1.346765e-01  3.187252e-02  6.912020e-02
  5.400000e-01  1.580847e-01  1.343426e-01  3.184235e-02  6.896202e-02
  5.400000e-01  1.601648e-01  1.340073e-01  3.181116e-02  6.880269e-02
  5.400000e-01  1.622449e-01  1.336706e-01  3.177876e-02  6.864222e-02
  5.400000e-01  1.643249e-01  1.333326e-01  3.174540e-02  6.848061e-02
  5.400000e-01  1.664050e-01  1.329932e-01  3.171059e-02  6.831744e-02
  5.400000e-01  1.684850e-01  1.326528e-01  3.167507e-02  6.815359e-02
  5.400000e-01  1.705651e-01  1.323112e-01  3.163870e-02  6.798853e-02
  5.400000e-01  1.726452e-01  1.319687e-01  3.160076e-02  6.782250e-02
  5.400000e-01  1.747252e-01  1.316251e-01  3.156114e-02  6.765502e-02
  5.400000e-01  1.768053e-01  1.312805e-01  3.152156e-02  6.748682e-02
  5.400000e-01  1.788854e-01  1.309352e-01  3.148024e-02  6.731756e-02
  5.400000e-01  1.809654e-01  1.305891e-01  3.143780e-02  6.714734e-02
  5.400000e-01  1.830455e-01  1.302424e-01  3.139467e-02  6.697637e-02
  5.400000e-01  1.851255e-01  1.298950e-01  3.134990e-02  6.680422e-02
  5.400000e-01  1.872056e-01  1.295470e-01  3.130407e-02  6.663152e-02
  5.400000e-01  1.892857e-01  1.291984e-01  3.125749e-02  6.645731e-02
  5.400000e-01  1.913657e-01  1.288494e-01  3.120907e-02  6.628284e-02
  5.400000e-01  1.934458e-01  1.284999e-01  3.116014e-02  6.610740e-02
  5.400000e-01  1.955259e-01  1.281502e-01  3.110979e-02  6.593115e-02
  5.400000e-01  1.976059e-01  1.278001e-01  3.105852e-02  6.575410e-02
  5.400000e-01  1.996860e-01  1.274498e-01  3.100550e-02  6.557618e-02
  5.400000e-01  2.017660e-01  1.270992e-01  3.095227e-02  6.539771e-02
  5.400000e-01  2.038461e-01  1.267484e-01  3.089733e-02  6.521848e-02
  5.400000e-01  2.059262e-01  1.263976e-01  3.084169e-02  6.503841e-02
  5.400000e-01  2.080062e-01  1.260467e-01  3.078429e-02  6.485808e-02
  5.400000e-01  2.100863e-01  1.256958e-01  3.072602e-02  6.467660e-02
  5.400000e-01  2.121664e-01  1.253449e-01  3.066704e-02  6.449459e-02
  5.400000e-01  2.142464e-01  1.249941e-01  3.060645e-02  6.431240e-02
  5.400000e-01  2.163265e-01  1.246434e-01  3.054481e-02  6.412929e-02
  5.400000e-01  2.184065e-01  1.242930e-01  3.048261e-02  6.394592e-02
  5.400000e-01  2.204866e-01  1.239426e-01  3.041880e-02  6.376168e-02
  5.400000e-01  2.225667e-01  1.235925e-01  3.035353e-02  6.357701e-02
  5.400000e-01  2.246467e-01  1.232426e-01  3.028768e-02  6.339175e-02
  5.400000e-01  2.267268e-01  1.228932e-01  3.022118e-02  6.320609e-02
  5.400000e-01  2.288069e-01  1.225441e-01  3.015302e-02  6.302026e-02
  5.400000e-01  2.308869e-01  1.221954e-01  3.008449e-02  6.283391e-02
  5.400000e-01  2.329670e-01  1.218469e-01  3.001367e-02  6.264668e-02
  5.400000e-01  2.350470e-01  1.214990e-01  2.994255e-02  6.245936e-02
  5.400000e-01  2.371271e-01  1.211515e-01  2.987015e-02  6.227163e-02
  5.400000e-01  2.392072e-01  1.208046e-01  2.979721e-02  6.208356e-02
  5.400000e-01  2.412872e-01  1.204581e-01  2.972241e-02  6.189517e-02
  5.400000e-01  2.433673e-01  1.201123e-01  2.964768e-02  6.170665e-02
  5.400000e-01  2.454474e-01  1.197669e-01  2.957115e-02  6.151748e-02
  5.400000e-01  2.475274e-01  1.194222e-01  2.949434e-02  6.132804e-02
  5.400000e-01  2.496075e-01  1.190781e-01  2.941605e-02  6.113846e-02
  5.400000e-01  2.516875e-01  1.187346e-01  2.933642e-02  6.094842e-02
  5.400000e-01  2.537676e-01  1.183919e-01  2.925638e-02  6.075825e-02
  5.400000e-01  2.558477e-01  1.180496e-01  2.917545e-02  6.056761e-02
  5.400000e-01  2.579277e-01  1.177081e-01  2.909310e-02  6.037695e-02
  5.400000e-01  2.600078e-01  1.173675e-01  2.901044e-02  6.018635e-02
  5.400000e-01  2.620878e-01  1.170275e-01  2.892584e-02  5.999526e-02
  5.400000e-01  2.641679e-01  1.166882e-01  2.884195e-02  5.980379e-02
  5.400000e-01  2.662480e-01  1.163497e-01  2.875588e-02  5.961230e-02
  5.400000e-01  2.683280e-01  1.160118e-01  2.866850e-02  5.942084e-02
  5.400000e-01  2.704081e-01  1.156749e-01  2.858193e-02  5.922905e-02
  5.400000e-01  2.724882e-01  1.153387e-01  2.849304e-02  5.903717e-02
  5.400000e-01  2.745682e-01  1.150034e-01  2.840461e-02  5.884513e-02
  5.400000e-01  2.766483e-01  1.146687e-01  2.831441e-02  5.865293e-02
  5.400000e-01  2.787283e-01  1.143350e-01  2.822344e-02  5.846062e-02
  5.400000e-01  2.808084e-01  1.140019e-01  2.813218e-02  5.826804e-02
  5.400000e-01  2.828885e-01  1.136698e-01  2.803938e-02  5.807568e-02
  5.400000e-01  2.849685e-01  1.133385e-01  2.794556e-02  5.788297e-02
  5.400000e-01  2.870486e-01  1.130080e-01  2.785218e-02  5.769048e-02
  5.400000e-01  2.891287e-01  1.126782e-01  2.775718e-02  5.749783e-02
  5.400000e-01  2.912087e-01  1.123494e-01  2.766175e-02  5.730508e-02
  5.400000e-01  2.932888e-01  1.120213e-01  2.756541e-02  5.711213e-02
  5.400000e-01  2.953688e-01  1.116939e-01  2.746847e-02  5.691927e-02
  5.400000e-01  2.974489e-01  1.113672e-01  2.736985e-02  5.672610e-02
  5.400000e-01  2.995290e-01  1.110415e-01  2.727198e-02  5.653330e-02
  5.400000e-01  3.016090e-01  1.107168e-01  2.717337e-02  5.634039e-02
  5.400000e-01  3.036891e-01  1.103925e-01  2.707307e-02  5.614710e-02
  5.400000e-01  3.057692e-01  1.100692e-01  2.697327e-02  5.595418e-02
  5.400000e-01  3.078492e-01  1.097465e-01  2.687132e-02  5.576078e-02
  5.400000e-01  3.099293e-01  1.094245e-01  2.676861e-02  5.556748e-02
  5.400000e-01  3.120093e-01  1.091032e-01  2.666558e-02  5.537437e-02
  5.400000e-01  3.140894e-01  1.087826e-01  2.656266e-02  5.518094e-02
  5.400000e-01  3.161695e-01  1.084627e-01  2.645732e-02  5.498760e-02
  5.400000e-01  3.182495e-01  1.081435e-01  2.635402e-02  5.479420e-02
  5.400000e-01  3.203296e-01  1.078250e-01  2.624843e-02  5.460093e-02
  5.400000e-01  3.224097e-01  1.075070e-01  2.614202e-02  5.440738e-02
  5.400000e-01  3.244897e-01  1.071897e-01  2.603654e-02  5.421414e-02
  5.400000e-01  3.265698e-01  1.068727e-01  2.592860e-02  5.402011e-02
  5.400000e-01  3.286498e-01  1.065564e-01  2.582121e-02  5.382642e-02
  5.400000e-01  3.307299e-01  1.062407e-01  2.571353e-02  5.363279e-02
  5.400000e-01  3.328100e-01  1.059255e-01  2.560487e-02  5.343926e-02
  5.400000e-01  3.348900e-01  1.056105e-01  2.549515e-02  5.324537e-02
  5.400000e-01  3.369701e-01  1.052961e-01  2.538495e-02  5.305137e-02
