   0.000   -0.3334E-01   -0.3073E-01   -0.3073E-01   -0.2048E+00    0.1707E-01    0.4780E-01    0.0000E+00    0.0000E+00
   0.000   -0.3334E-01   -0.3073E-01   -0.3073E-01   -0.2048E+00    0.1707E-01    0.4780E-01    0.0000E+00    0.0000E+00
   0.020   -0.3314E-01   -0.3054E-01   -0.3054E-01   -0.1967E+00    0.1689E-01    0.4743E-01    0.0000E+00    0.0000E+00
   0.040   -0.3296E-01   -0.3037E-01   -0.3037E-01   -0.1897E+00    0.1673E-01    0.4710E-01    0.0000E+00    0.0000E+00
   0.060   -0.3281E-01   -0.3023E-01   -0.3023E-01   -0.1834E+00    0.1661E-01    0.4684E-01    0.0000E+00    0.0000E+00
   0.080   -0.3271E-01   -0.3015E-01   -0.3015E-01   -0.1776E+00    0.1647E-01    0.4663E-01    0.0000E+00    0.0000E+00
   0.100   -0.3265E-01   -0.3012E-01   -0.3012E-01   -0.1723E+00    0.1634E-01    0.4646E-01    0.0000E+00    0.0000E+00
   0.120   -0.3261E-01   -0.3011E-01   -0.3011E-01   -0.1674E+00    0.1622E-01    0.4633E-01    0.0000E+00    0.0000E+00
   0.140   -0.3260E-01   -0.3012E-01   -0.3012E-01   -0.1627E+00    0.1609E-01    0.4622E-01    0.0000E+00    0.0000E+00
   0.160   -0.3261E-01   -0.3018E-01   -0.3018E-01   -0.1583E+00    0.1597E-01    0.4615E-01    0.0000E+00    0.0000E+00
   0.180   -0.3265E-01   -0.3027E-01   -0.3027E-01   -0.1542E+00    0.1584E-01    0.4611E-01    0.0000E+00    0.0000E+00
   0.200   -0.3272E-01   -0.3039E-01   -0.3039E-01   -0.1502E+00    0.1572E-01    0.4611E-01    0.0000E+00    0.0000E+00
   0.220   -0.3281E-01   -0.3054E-01   -0.3054E-01   -0.1465E+00    0.1559E-01    0.4613E-01    0.0000E+00    0.0000E+00
   0.240   -0.3291E-01   -0.3071E-01   -0.3071E-01   -0.1429E+00    0.1547E-01    0.4618E-01    0.0000E+00    0.0000E+00
   0.260   -0.3303E-01   -0.3090E-01   -0.3090E-01   -0.1394E+00    0.1535E-01    0.4625E-01    0.0000E+00    0.0000E+00
   0.280   -0.3317E-01   -0.3111E-01   -0.3111E-01   -0.1361E+00    0.1523E-01    0.4634E-01    0.0000E+00    0.0000E+00
   0.300   -0.3332E-01   -0.3135E-01   -0.3135E-01   -0.1330E+00    0.1511E-01    0.4645E-01    0.0000E+00    0.0000E+00
   0.320   -0.3349E-01   -0.3160E-01   -0.3160E-01   -0.1299E+00    0.1499E-01    0.4658E-01    0.0000E+00    0.0000E+00
