    0.60000E+00   -0.13000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.12000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.11000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.10000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.90000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.80000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.70000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.60000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.50000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.40000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.30000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.20000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00   -0.10000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00    0.00000E+00    0.00000E+00    0.19011E+00    0.15277E+01
    0.60000E+00    0.10000E+01    0.00000E+00    0.19011E+00    0.15277E+01
    0.60000E+00    0.20000E+01    0.00000E+00    0.17456E+00    0.78146E+00
    0.60000E+00    0.30000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00    0.40000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00    0.50000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00    0.60000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00    0.70000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00    0.80000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00    0.90000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00    0.10000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00    0.11000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00    0.12000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.60000E+00    0.13000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.62000E+00   -0.13000E+02    0.00000E+00    0.13783E-13    0.86569E-15
    0.62000E+00   -0.12000E+02    0.00000E+00    0.30359E-09    0.19068E-10
    0.62000E+00   -0.11000E+02    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00   -0.10000E+02    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00   -0.90000E+01    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00   -0.80000E+01    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00   -0.70000E+01    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00   -0.60000E+01    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00   -0.50000E+01    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00   -0.40000E+01    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00   -0.30000E+01    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00   -0.20000E+01    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00   -0.10000E+01    0.00000E+00    0.31418E-29    0.19733E-30
    0.62000E+00    0.00000E+00    0.00000E+00    0.18915E+00    0.14715E+01
    0.62000E+00    0.10000E+01    0.00000E+00    0.18914E+00    0.14710E+01
    0.62000E+00    0.20000E+01    0.00000E+00    0.17434E+00    0.77381E+00
    0.62000E+00    0.30000E+01    0.00000E+00    0.11021E-07    0.69220E-09
    0.62000E+00    0.40000E+01    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00    0.50000E+01    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00    0.60000E+01    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00    0.70000E+01    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00    0.80000E+01    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00    0.90000E+01    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00    0.10000E+02    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00    0.11000E+02    0.00000E+00    0.30361E-09    0.19069E-10
    0.62000E+00    0.12000E+02    0.00000E+00    0.30359E-09    0.19068E-10
    0.62000E+00    0.13000E+02    0.00000E+00    0.13783E-13    0.86569E-15
    0.64000E+00   -0.13000E+02    0.00000E+00    0.31418E-29    0.19733E-30
    0.64000E+00   -0.12000E+02    0.00000E+00    0.29368E-09    0.18446E-10
    0.64000E+00   -0.11000E+02    0.00000E+00    0.29371E-09    0.18447E-10
    0.64000E+00   -0.10000E+02    0.00000E+00    0.29371E-09    0.18447E-10
    0.64000E+00   -0.90000E+01    0.00000E+00    0.29371E-09    0.18447E-10
    0.64000E+00   -0.80000E+01    0.00000E+00    0.29371E-09    0.18447E-10
    0.64000E+00   -0.70000E+01    0.00000E+00    0.29371E-09    0.18447E-10
    0.64000E+00   -0.60000E+01    0.00000E+00    0.29371E-09    0.18447E-10
    0.64000E+00   -0.50000E+01    0.00000E+00    0.29371E-09    0.18447E-10
    0.64000E+00   -0.40000E+01    0.00000E+00    0.29371E-09    0.18447E-10
    0.64000E+00   -0.30000E+01    0.00000E+00    0.29371E-09    0.18447E-10
    0.64000E+00   -0.20000E+01    0.00000E+00    0.29342E-09    0.18429E-10
    0.64000E+00   -0.10000E+01    0.00000E+00    0.31418E-29    0.19733E-30
    0.64000E+00    0.00000E+00    0.00000E+00    0.18823E+00    0.14181E+01
    0.64000E+00    0.10000E+01    0.00000E+00    0.18823E+00    0.14180E+01
    0.64000E+00    0.20000E+01    0.00000E+00    0.17410E+00    0.76538E+00
    0.64000E+00    0.30000E+01    0.00000E+00    0.98582E-07    0.61917E-08
