# e[GeV/fm^3]  nB[1/fm^3]  P[GeV/fm^3]  T[GeV]  muB[GeV]
1.000000e-02  0.000000e+00  2.289984e-03  9.262000e-02  0.000000e+00
1.000000e-02  4.909905e-05  2.288422e-03  9.260188e-02  3.468018e-02
1.000000e-02  9.819810e-05  2.284215e-03  9.255305e-02  6.578369e-02
1.000000e-02  1.472972e-04  2.278299e-03  9.248419e-02  9.213867e-02
1.000000e-02  1.963962e-04  2.271375e-03  9.240338e-02  1.142883e-01
1.000000e-02  2.454953e-04  2.263864e-03  9.231541e-02  1.331177e-01
1.000000e-02  2.945943e-04  2.255987e-03  9.222281e-02  1.493958e-01
1.000000e-02  3.436934e-04  2.247877e-03  9.212714e-02  1.636902e-01
1.000000e-02  3.927924e-04  2.239606e-03  9.202920e-02  1.764282e-01
1.000000e-02  4.418915e-04  2.231223e-03  9.192955e-02  1.879211e-01
1.000000e-02  4.909905e-04  2.222760e-03  9.182853e-02  1.983948e-01
1.000000e-02  5.400896e-04  2.214232e-03  9.172633e-02  2.080231e-01
1.000000e-02  5.891886e-04  2.205656e-03  9.162314e-02  2.169403e-01
1.000000e-02  6.382877e-04  2.197034e-03  9.151900e-02  2.252533e-01
1.000000e-02  6.873867e-04  2.188391e-03  9.141413e-02  2.330444e-01
1.000000e-02  7.364858e-04  2.179719e-03  9.130849e-02  2.403809e-01
1.000000e-02  7.855848e-04  2.171015e-03  9.120203e-02  2.473236e-01
1.000000e-02  8.346839e-04  2.162307e-03  9.109504e-02  2.539124e-01
1.000000e-02  8.837829e-04  2.153566e-03  9.098722e-02  2.601929e-01
1.000000e-02  9.328820e-04  2.144822e-03  9.087887e-02  2.661911e-01
1.000000e-02  9.819810e-04  2.136058e-03  9.076983e-02  2.719391e-01
1.000000e-02  1.031080e-03  2.127288e-03  9.066021e-02  2.774597e-01
1.000000e-02  1.080179e-03  2.118503e-03  9.054995e-02  2.827728e-01
1.000000e-02  1.129278e-03  2.109712e-03  9.043910e-02  2.878983e-01
1.000000e-02  1.178377e-03  2.100907e-03  9.032762e-02  2.928497e-01
1.000000e-02  1.227476e-03  2.092097e-03  9.021555e-02  2.976440e-01
1.000000e-02  1.276575e-03  2.083274e-03  9.010284e-02  3.022919e-01
1.000000e-02  1.325674e-03  2.074448e-03  8.998955e-02  3.068054e-01
1.000000e-02  1.374773e-03  2.065614e-03  8.987566e-02  3.111923e-01
1.000000e-02  1.423873e-03  2.056772e-03  8.976115e-02  3.154633e-01
1.000000e-02  1.472972e-03  2.047920e-03  8.964600e-02  3.196266e-01
1.000000e-02  1.522071e-03  2.039065e-03  8.953026e-02  3.236877e-01
1.000000e-02  1.571170e-03  2.030202e-03  8.941388e-02  3.276550e-01
1.000000e-02  1.620269e-03  2.021333e-03  8.929687e-02  3.315338e-01
1.000000e-02  1.669368e-03  2.012455e-03  8.917923e-02  3.353287e-01
1.000000e-02  1.718467e-03  2.003582e-03  8.906104e-02  3.390442e-01
1.000000e-02  1.767566e-03  1.994695e-03  8.894213e-02  3.426880e-01
1.000000e-02  1.816665e-03  1.985797e-03  8.882254e-02  3.462616e-01
1.000000e-02  1.865764e-03  1.976904e-03  8.870241e-02  3.497681e-01
1.000000e-02  1.914863e-03  1.968005e-03  8.858159e-02  3.532135e-01
1.000000e-02  1.963962e-03  1.959094e-03  8.846005e-02  3.566010e-01
1.000000e-02  2.013061e-03  1.950180e-03  8.833788e-02  3.599319e-01
1.000000e-02  2.062160e-03  1.941264e-03  8.821507e-02  3.632095e-01
1.000000e-02  2.111259e-03  1.932344e-03  8.809159e-02  3.664368e-01
1.000000e-02  2.160358e-03  1.923414e-03  8.796738e-02  3.696167e-01
1.000000e-02  2.209457e-03  1.914486e-03  8.784253e-02  3.727509e-01
1.000000e-02  2.258556e-03  1.905541e-03  8.771687e-02  3.758430e-01
1.000000e-02  2.307655e-03  1.896599e-03  8.759058e-02  3.788933e-01
1.000000e-02  2.356754e-03  1.887651e-03  8.746356e-02  3.819046e-01
1.000000e-02  2.405854e-03  1.878701e-03  8.733586e-02  3.848770e-01
1.000000e-02  2.454953e-03  1.869748e-03  8.720743e-02  3.878143e-01
1.000000e-02  2.504052e-03  1.860782e-03  8.707819e-02  3.907181e-01
1.000000e-02  2.553151e-03  1.851810e-03  8.694818e-02  3.935898e-01
1.000000e-02  2.602250e-03  1.842838e-03  8.681749e-02  3.964287e-01
1.000000e-02  2.651349e-03  1.833864e-03  8.668603e-02  3.992386e-01
1.000000e-02  2.700448e-03  1.824887e-03  8.655385e-02  4.020187e-01
1.000000e-02  2.749547e-03  1.815894e-03  8.642076e-02  4.047729e-01
1.000000e-02  2.798646e-03  1.806907e-03  8.628699e-02  4.074997e-01
1.000000e-02  2.847745e-03  1.797915e-03  8.615241e-02  4.102020e-01
1.000000e-02  2.896844e-03  1.788911e-03  8.601696e-02  4.128799e-01
1.000000e-02  2.945943e-03  1.779908e-03  8.588074e-02  4.155350e-01
1.000000e-02  2.995042e-03  1.770894e-03  8.574362e-02  4.181686e-01
1.000000e-02  3.044141e-03  1.761884e-03  8.560578e-02  4.207794e-01
1.000000e-02  3.093240e-03  1.752869e-03  8.546707e-02  4.233704e-01
1.000000e-02  3.142339e-03  1.743845e-03  8.532746e-02  4.259422e-01
1.000000e-02  3.191438e-03  1.734813e-03  8.518694e-02  4.284958e-01
1.000000e-02  3.240537e-03  1.725781e-03  8.504560e-02  4.310303e-01
1.000000e-02  3.289636e-03  1.716749e-03  8.490341e-02  4.335480e-01
1.000000e-02  3.338736e-03  1.707703e-03  8.476022e-02  4.360497e-01
1.000000e-02  3.387835e-03  1.698661e-03  8.461621e-02  4.385345e-01
1.000000e-02  3.436934e-03  1.689608e-03  8.447120e-02  4.410049e-01
1.000000e-02  3.486033e-03  1.680556e-03  8.432534e-02  4.434601e-01
1.000000e-02  3.535132e-03  1.671490e-03  8.417839e-02  4.459030e-01
1.000000e-02  3.584231e-03  1.662430e-03  8.403062e-02  4.483307e-01
1.000000e-02  3.633330e-03  1.653359e-03  8.388181e-02  4.507462e-01
1.000000e-02  3.682429e-03  1.644288e-03  8.373205e-02  4.531494e-01
1.000000e-02  3.731528e-03  1.635208e-03  8.358125e-02  4.555412e-01
1.000000e-02  3.780627e-03  1.626123e-03  8.342941e-02  4.579224e-01
1.000000e-02  3.829726e-03  1.617041e-03  8.327666e-02  4.602913e-01
1.000000e-02  3.878825e-03  1.607948e-03  8.312277e-02  4.626511e-01
1.000000e-02  3.927924e-03  1.598851e-03  8.296785e-02  4.650009e-01
1.000000e-02  3.977023e-03  1.589749e-03  8.281184e-02  4.673416e-01
1.000000e-02  4.026122e-03  1.580645e-03  8.265478e-02  4.696732e-01
1.000000e-02  4.075221e-03  1.571533e-03  8.249660e-02  4.719963e-01
1.000000e-02  4.124320e-03  1.562416e-03  8.233728e-02  4.743118e-01
1.000000e-02  4.173419e-03  1.553302e-03  8.217692e-02  4.766190e-01
1.000000e-02  4.222518e-03  1.544174e-03  8.201529e-02  4.789200e-01
1.000000e-02  4.271618e-03  1.535046e-03  8.185257e-02  4.812134e-01
1.000000e-02  4.320717e-03  1.525915e-03  8.168868e-02  4.835007e-01
1.000000e-02  4.369816e-03  1.516777e-03  8.152356e-02  4.857819e-01
1.000000e-02  4.418915e-03  1.507635e-03  8.135722e-02  4.880577e-01
1.000000e-02  4.468014e-03  1.498491e-03  8.118971e-02  4.903275e-01
1.000000e-02  4.517113e-03  1.489336e-03  8.102083e-02  4.925934e-01
1.000000e-02  4.566212e-03  1.480180e-03  8.085073e-02  4.948544e-01
1.000000e-02  4.615311e-03  1.471017e-03  8.067932e-02  4.971109e-01
1.000000e-02  4.664410e-03  1.461849e-03  8.050659e-02  4.993637e-01
1.000000e-02  4.713509e-03  1.452679e-03  8.033255e-02  5.016129e-01
1.000000e-02  4.762608e-03  1.443506e-03  8.015719e-02  5.038582e-01
1.000000e-02  4.811707e-03  1.434321e-03  7.998034e-02  5.061020e-01
1.000000e-02  4.860806e-03  1.425149e-03  7.980236e-02  5.083405e-01
1.000000e-02  4.909905e-03  1.415955e-03  7.962270e-02  5.105791e-01
1.000000e-02  4.959004e-03  1.406763e-03  7.944169e-02  5.128151e-01
1.000000e-02  5.008103e-03  1.397560e-03  7.925913e-02  5.150497e-01
1.000000e-02  5.057202e-03  1.388358e-03  7.907517e-02  5.172823e-01
1.000000e-02  5.106301e-03  1.379147e-03  7.888962e-02  5.195145e-01
1.000000e-02  5.155400e-03  1.369934e-03  7.870258e-02  5.217453e-01
1.000000e-02  5.204499e-03  1.360720e-03  7.851400e-02  5.239758e-01
1.000000e-02  5.253599e-03  1.351499e-03  7.832383e-02  5.262054e-01
1.000000e-02  5.302698e-03  1.342268e-03  7.813194e-02  5.284365e-01
1.000000e-02  5.351797e-03  1.333036e-03  7.793847e-02  5.306671e-01
1.000000e-02  5.400896e-03  1.323801e-03  7.774332e-02  5.328987e-01
1.000000e-02  5.449995e-03  1.314553e-03  7.754636e-02  5.351318e-01
1.000000e-02  5.499094e-03  1.305310e-03  7.734781e-02  5.373650e-01
1.000000e-02  5.548193e-03  1.296058e-03  7.714740e-02  5.396006e-01
1.000000e-02  5.597292e-03  1.286800e-03  7.694519e-02  5.418381e-01
1.000000e-02  5.646391e-03  1.277543e-03  7.674125e-02  5.440765e-01
1.000000e-02  5.695490e-03  1.268269e-03  7.653522e-02  5.463194e-01
1.000000e-02  5.744589e-03  1.258996e-03  7.632739e-02  5.485641e-01
1.000000e-02  5.793688e-03  1.249721e-03  7.611765e-02  5.508118e-01
1.000000e-02  5.842787e-03  1.240438e-03  7.590592e-02  5.530624e-01
1.000000e-02  5.891886e-03  1.231149e-03  7.569211e-02  5.553177e-01
1.000000e-02  5.940985e-03  1.221856e-03  7.547630e-02  5.575760e-01
1.000000e-02  5.990084e-03  1.212557e-03  7.525837e-02  5.598389e-01
1.000000e-02  6.039183e-03  1.203255e-03  7.503830e-02  5.621063e-01
1.000000e-02  6.088282e-03  1.193936e-03  7.481588e-02  5.643799e-01
1.000000e-02  6.137381e-03  1.184620e-03  7.459133e-02  5.666580e-01
1.000000e-02  6.186481e-03  1.175301e-03  7.436458e-02  5.689407e-01
1.000000e-02  6.235580e-03  1.165975e-03  7.413548e-02  5.712296e-01
1.000000e-02  6.284679e-03  1.156640e-03  7.390393e-02  5.735252e-01
1.000000e-02  6.333778e-03  1.147298e-03  7.366994e-02  5.758274e-01
1.000000e-02  6.382877e-03  1.137952e-03  7.343348e-02  5.781364e-01
1.000000e-02  6.431976e-03  1.128604e-03  7.319457e-02  5.804520e-01
1.000000e-02  6.481075e-03  1.119245e-03  7.295296e-02  5.827759e-01
1.000000e-02  6.530174e-03  1.109881e-03  7.270873e-02  5.851074e-01
1.000000e-02  6.579273e-03  1.100509e-03  7.246176e-02  5.874474e-01
1.000000e-02  6.628372e-03  1.091138e-03  7.221215e-02  5.897949e-01
1.000000e-02  6.677471e-03  1.081749e-03  7.195945e-02  5.921535e-01
1.000000e-02  6.726570e-03  1.072358e-03  7.170396e-02  5.945206e-01
1.000000e-02  6.775669e-03  1.062960e-03  7.144548e-02  5.968975e-01
1.000000e-02  6.824768e-03  1.053557e-03  7.118399e-02  5.992844e-01
1.000000e-02  6.873867e-03  1.044139e-03  7.091922e-02  6.016830e-01
1.000000e-02  6.922966e-03  1.034727e-03  7.065150e-02  6.040909e-01
1.000000e-02  6.972065e-03  1.025294e-03  7.038020e-02  6.065125e-01
1.000000e-02  7.021164e-03  1.015860e-03  7.010568e-02  6.089447e-01
1.000000e-02  7.070263e-03  1.006412e-03  6.982754e-02  6.113907e-01
1.000000e-02  7.119363e-03  9.969605e-04  6.954596e-02  6.138489e-01
1.000000e-02  7.168462e-03  9.874971e-04  6.926066e-02  6.163208e-01
1.000000e-02  7.217561e-03  9.780271e-04  6.897165e-02  6.188065e-01
1.000000e-02  7.266660e-03  9.685456e-04  6.867870e-02  6.213074e-01
1.000000e-02  7.315759e-03  9.590504e-04  6.838172e-02  6.238235e-01
1.000000e-02  7.364858e-03  9.495520e-04  6.808075e-02  6.263550e-01
1.000000e-02  7.413957e-03  9.400382e-04  6.777547e-02  6.289032e-01
1.000000e-02  7.463056e-03  9.305212e-04  6.746608e-02  6.314667e-01
1.000000e-02  7.512155e-03  9.209836e-04  6.715193e-02  6.340500e-01
1.000000e-02  7.561254e-03  9.114338e-04  6.683315e-02  6.366516e-01
1.000000e-02  7.610353e-03  9.018800e-04  6.650990e-02  6.392700e-01
1.000000e-02  7.659452e-03  8.923071e-04  6.618152e-02  6.419098e-01
1.000000e-02  7.708551e-03  8.827215e-04  6.584807e-02  6.445702e-01
1.000000e-02  7.757650e-03  8.731129e-04  6.550914e-02  6.472534e-01
1.000000e-02  7.806749e-03  8.634970e-04  6.516500e-02  6.499573e-01
1.000000e-02  7.855848e-03  8.538718e-04  6.481547e-02  6.526825e-01
1.000000e-02  7.904947e-03  8.442228e-04  6.445987e-02  6.554337e-01
1.000000e-02  7.954046e-03  8.345545e-04  6.409819e-02  6.582100e-01
1.000000e-02  8.003145e-03  8.248672e-04  6.373027e-02  6.610123e-01
1.000000e-02  8.052244e-03  8.151643e-04  6.335594e-02  6.638412e-01
1.000000e-02  8.101344e-03  8.054364e-04  6.297474e-02  6.666992e-01
1.000000e-02  8.150443e-03  7.956876e-04  6.258659e-02  6.695862e-01
1.000000e-02  8.199542e-03  7.859143e-04  6.219108e-02  6.725044e-01
1.000000e-02  8.248641e-03  7.761167e-04  6.178799e-02  6.754547e-01
1.000000e-02  8.297740e-03  7.662936e-04  6.137705e-02  6.784378e-01
1.000000e-02  8.346839e-03  7.564414e-04  6.095776e-02  6.814568e-01
1.000000e-02  8.395938e-03  7.465559e-04  6.052972e-02  6.845131e-01
1.000000e-02  8.445037e-03  7.366421e-04  6.009281e-02  6.876068e-01
1.000000e-02  8.494136e-03  7.266830e-04  5.964597e-02  6.907440e-01
1.000000e-02  8.543235e-03  7.166960e-04  5.918960e-02  6.939209e-01
1.000000e-02  8.592334e-03  7.066653e-04  5.872263e-02  6.971436e-01
1.000000e-02  8.641433e-03  6.965900e-04  5.824463e-02  7.004135e-01
1.000000e-02  8.690532e-03  6.864702e-04  5.775517e-02  7.037323e-01
1.000000e-02  8.739631e-03  6.762966e-04  5.725334e-02  7.071045e-01
1.000000e-02  8.788730e-03  6.660636e-04  5.673842e-02  7.105331e-01
1.000000e-02  8.837829e-03  6.557679e-04  5.620969e-02  7.140213e-01
1.000000e-02  8.886928e-03  6.454122e-04  5.566664e-02  7.175705e-01
1.000000e-02  8.936027e-03  6.349867e-04  5.510823e-02  7.211853e-01
1.000000e-02  8.985126e-03  6.244778e-04  5.453315e-02  7.248718e-01
1.000000e-02  9.034226e-03  6.138866e-04  5.394059e-02  7.286331e-01
1.000000e-02  9.083325e-03  6.032002e-04  5.332914e-02  7.324753e-01
1.000000e-02  9.132424e-03  5.924093e-04  5.269737e-02  7.364044e-01
1.000000e-02  9.181523e-03  5.815025e-04  5.204376e-02  7.404266e-01
1.000000e-02  9.230622e-03  5.704692e-04  5.136665e-02  7.445488e-01
1.000000e-02  9.279721e-03  5.592963e-04  5.066403e-02  7.487793e-01
1.000000e-02  9.328820e-03  5.479713e-04  4.993403e-02  7.531250e-01
1.000000e-02  9.377919e-03  5.364523e-04  4.917261e-02  7.576050e-01
1.000000e-02  9.427018e-03  5.247475e-04  4.837865e-02  7.622208e-01
1.000000e-02  9.476117e-03  5.128135e-04  4.754765e-02  7.669922e-01
1.000000e-02  9.525216e-03  5.006341e-04  4.667658e-02  7.719299e-01
1.000000e-02  9.574315e-03  4.881601e-04  4.575999e-02  7.770569e-01
1.000000e-02  9.623414e-03  4.753412e-04  4.479185e-02  7.823975e-01
1.000000e-02  9.672513e-03  4.621454e-04  4.376695e-02  7.879700e-01
1.000000e-02  9.721612e-03  4.485130e-04  4.267793e-02  7.938019e-01
1.000000e-02  9.770711e-03  4.343719e-04  4.151579e-02  7.999268e-01
2.000000e-02  0.000000e+00  4.382859e-03  1.043252e-01  0.000000e+00
2.000000e-02  9.655790e-05  4.381641e-03  1.043164e-01  1.734314e-02
2.000000e-02  1.931158e-04  4.378040e-03  1.042905e-01  3.432007e-02
2.000000e-02  2.896737e-04  4.372277e-03  1.042490e-01  5.063782e-02
2.000000e-02  3.862316e-04  4.364688e-03  1.041942e-01  6.609497e-02
2.000000e-02  4.827895e-04  4.355539e-03  1.041281e-01  8.060913e-02
2.000000e-02  5.793474e-04  4.345164e-03  1.040528e-01  9.416809e-02
2.000000e-02  6.759053e-04  4.333796e-03  1.039702e-01  1.068100e-01
2.000000e-02  7.724632e-04  4.321636e-03  1.038815e-01  1.186020e-01
2.000000e-02  8.690211e-04  4.308829e-03  1.037878e-01  1.296204e-01
2.000000e-02  9.655790e-04  4.295527e-03  1.036901e-01  1.399399e-01
2.000000e-02  1.062137e-03  4.281819e-03  1.035891e-01  1.496338e-01
2.000000e-02  1.158695e-03  4.267767e-03  1.034852e-01  1.587692e-01
2.000000e-02  1.255253e-03  4.253447e-03  1.033789e-01  1.674011e-01
2.000000e-02  1.351811e-03  4.238889e-03  1.032704e-01  1.755859e-01
2.000000e-02  1.448368e-03  4.224139e-03  1.031600e-01  1.833649e-01
2.000000e-02  1.544926e-03  4.209217e-03  1.030480e-01  1.907806e-01
2.000000e-02  1.641484e-03  4.194151e-03  1.029343e-01  1.978683e-01
2.000000e-02  1.738042e-03  4.178967e-03  1.028194e-01  2.046555e-01
2.000000e-02  1.834600e-03  4.163663e-03  1.027030e-01  2.111717e-01
2.000000e-02  1.931158e-03  4.148281e-03  1.025856e-01  2.174393e-01
2.000000e-02  2.027716e-03  4.132806e-03  1.024669e-01  2.234795e-01
2.000000e-02  2.124274e-03  4.117265e-03  1.023473e-01  2.293106e-01
2.000000e-02  2.220832e-03  4.101646e-03  1.022265e-01  2.349503e-01
2.000000e-02  2.317390e-03  4.085984e-03  1.021048e-01  2.404114e-01
2.000000e-02  2.413947e-03  4.070262e-03  1.019821e-01  2.457092e-01
2.000000e-02  2.510505e-03  4.054475e-03  1.018585e-01  2.508545e-01
2.000000e-02  2.607063e-03  4.038663e-03  1.017340e-01  2.558578e-01
2.000000e-02  2.703621e-03  4.022787e-03  1.016085e-01  2.607296e-01
2.000000e-02  2.800179e-03  4.006885e-03  1.014822e-01  2.654778e-01
2.000000e-02  2.896737e-03  3.990939e-03  1.013550e-01  2.701111e-01
2.000000e-02  2.993295e-03  3.974976e-03  1.012270e-01  2.746353e-01
2.000000e-02  3.089853e-03  3.958969e-03  1.010982e-01  2.790588e-01
2.000000e-02  3.186411e-03  3.942931e-03  1.009684e-01  2.833878e-01
2.000000e-02  3.282968e-03  3.926867e-03  1.008379e-01  2.876263e-01
2.000000e-02  3.379526e-03  3.910781e-03  1.007065e-01  2.917801e-01
2.000000e-02  3.476084e-03  3.894656e-03  1.005742e-01  2.958549e-01
2.000000e-02  3.572642e-03  3.878518e-03  1.004412e-01  2.998535e-01
2.000000e-02  3.669200e-03  3.862345e-03  1.003072e-01  3.037819e-01
2.000000e-02  3.765758e-03  3.846161e-03  1.001725e-01  3.076416e-01
2.000000e-02  3.862316e-03  3.829943e-03  1.000369e-01  3.114380e-01
2.000000e-02  3.958874e-03  3.813709e-03  9.990045e-02  3.151733e-01
2.000000e-02  4.055432e-03  3.797461e-03  9.976319e-02  3.188507e-01
2.000000e-02  4.151990e-03  3.781184e-03  9.962503e-02  3.224739e-01
2.000000e-02  4.248547e-03  3.764902e-03  9.948610e-02  3.260437e-01
2.000000e-02  4.345105e-03  3.748585e-03  9.934621e-02  3.295647e-01
2.000000e-02  4.441663e-03  3.732252e-03  9.920547e-02  3.330383e-01
2.000000e-02  4.538221e-03  3.715919e-03  9.906395e-02  3.364655e-01
2.000000e-02  4.634779e-03  3.699547e-03  9.892144e-02  3.398506e-01
2.000000e-02  4.731337e-03  3.683164e-03  9.877806e-02  3.431946e-01
2.000000e-02  4.827895e-03  3.666771e-03  9.863383e-02  3.464989e-01
2.000000e-02  4.924453e-03  3.650351e-03  9.848865e-02  3.497658e-01
2.000000e-02  5.021011e-03  3.633925e-03  9.834260e-02  3.529964e-01
2.000000e-02  5.117568e-03  3.617476e-03  9.819560e-02  3.561928e-01
2.000000e-02  5.214126e-03  3.601009e-03  9.804765e-02  3.593567e-01
2.000000e-02  5.310684e-03  3.584524e-03  9.789876e-02  3.624893e-01
2.000000e-02  5.407242e-03  3.568038e-03  9.774899e-02  3.655907e-01
2.000000e-02  5.503800e-03  3.551536e-03  9.759828e-02  3.686630e-01
2.000000e-02  5.600358e-03  3.535009e-03  9.744653e-02  3.717087e-01
2.000000e-02  5.696916e-03  3.518469e-03  9.729383e-02  3.747272e-01
2.000000e-02  5.793474e-03  3.501914e-03  9.714012e-02  3.777206e-01
2.000000e-02  5.890032e-03  3.485352e-03  9.698547e-02  3.806892e-01
2.000000e-02  5.986590e-03  3.468756e-03  9.682969e-02  3.836357e-01
2.000000e-02  6.083147e-03  3.452164e-03  9.667300e-02  3.865585e-01
2.000000e-02  6.179705e-03  3.435557e-03  9.651526e-02  3.894600e-01
2.000000e-02  6.276263e-03  3.418921e-03  9.635640e-02  3.923416e-01
2.000000e-02  6.372821e-03  3.402288e-03  9.619658e-02  3.952026e-01
2.000000e-02  6.469379e-03  3.385632e-03  9.603563e-02  3.980453e-01
2.000000e-02  6.565937e-03  3.368961e-03  9.587359e-02  4.008698e-01
2.000000e-02  6.662495e-03  3.352283e-03  9.571052e-02  4.036762e-01
2.000000e-02  6.759053e-03  3.335582e-03  9.554626e-02  4.064667e-01
2.000000e-02  6.855611e-03  3.318874e-03  9.538092e-02  4.092411e-01
2.000000e-02  6.952169e-03  3.302159e-03  9.521449e-02  4.119995e-01
2.000000e-02  7.048726e-03  3.285414e-03  9.504679e-02  4.147446e-01
2.000000e-02  7.145284e-03  3.268659e-03  9.487796e-02  4.174751e-01
2.000000e-02  7.241842e-03  3.251899e-03  9.470799e-02  4.201920e-01
2.000000e-02  7.338400e-03  3.235119e-03  9.453681e-02  4.228958e-01
2.000000e-02  7.434958e-03  3.218334e-03  9.436444e-02  4.255875e-01
2.000000e-02  7.531516e-03  3.201524e-03  9.419076e-02  4.282684e-01
2.000000e-02  7.628074e-03  3.184708e-03  9.401591e-02  4.309372e-01
2.000000e-02  7.724632e-03  3.167866e-03  9.383969e-02  4.335964e-01
2.000000e-02  7.821190e-03  3.151014e-03  9.366221e-02  4.362457e-01
2.000000e-02  7.917747e-03  3.134164e-03  9.348355e-02  4.388840e-01
2.000000e-02  8.014305e-03  3.117284e-03  9.330343e-02  4.415146e-01
2.000000e-02  8.110863e-03  3.100404e-03  9.312210e-02  4.441353e-01
2.000000e-02  8.207421e-03  3.083501e-03  9.293932e-02  4.467491e-01
2.000000e-02  8.303979e-03  3.066582e-03  9.275517e-02  4.493546e-01
2.000000e-02  8.400537e-03  3.049652e-03  9.256963e-02  4.519531e-01
2.000000e-02  8.497095e-03  3.032710e-03  9.238268e-02  4.545448e-01
2.000000e-02  8.593653e-03  3.015758e-03  9.219432e-02  4.571297e-01
2.000000e-02  8.690211e-03  2.998793e-03  9.200452e-02  4.597084e-01
2.000000e-02  8.786769e-03  2.981813e-03  9.181322e-02  4.622818e-01
2.000000e-02  8.883326e-03  2.964820e-03  9.162042e-02  4.648499e-01
2.000000e-02  8.979884e-03  2.947812e-03  9.142609e-02  4.674133e-01
2.000000e-02  9.076442e-03  2.930791e-03  9.123021e-02  4.699722e-01
2.000000e-02  9.173000e-03  2.913744e-03  9.103266e-02  4.725281e-01
2.000000e-02  9.269558e-03  2.896701e-03  9.083366e-02  4.750790e-01
2.000000e-02  9.366116e-03  2.879636e-03  9.063298e-02  4.776268e-01
2.000000e-02  9.462674e-03  2.862560e-03  9.043067e-02  4.801716e-01
2.000000e-02  9.559232e-03  2.845472e-03  9.022669e-02  4.827141e-01
2.000000e-02  9.655790e-03  2.828372e-03  9.002103e-02  4.852539e-01
2.000000e-02  9.752347e-03  2.811251e-03  8.981356e-02  4.877930e-01
2.000000e-02  9.848905e-03  2.794116e-03  8.960437e-02  4.903297e-01
2.000000e-02  9.945463e-03  2.776978e-03  8.939345e-02  4.928650e-01
2.000000e-02  1.004202e-02  2.759817e-03  8.918068e-02  4.953995e-01
2.000000e-02  1.013858e-02  2.742646e-03  8.896605e-02  4.979340e-01
2.000000e-02  1.023514e-02  2.725459e-03  8.874956e-02  5.004677e-01
2.000000e-02  1.033169e-02  2.708256e-03  8.853113e-02  5.030022e-01
2.000000e-02  1.042825e-02  2.691042e-03  8.831079e-02  5.055367e-01
2.000000e-02  1.052481e-02  2.673817e-03  8.808851e-02  5.080717e-01
2.000000e-02  1.062137e-02  2.656577e-03  8.786418e-02  5.106083e-01
2.000000e-02  1.071793e-02  2.639318e-03  8.763782e-02  5.131458e-01
2.000000e-02  1.081448e-02  2.622045e-03  8.740933e-02  5.156860e-01
2.000000e-02  1.091104e-02  2.604772e-03  8.717889e-02  5.182266e-01
2.000000e-02  1.100760e-02  2.587479e-03  8.694623e-02  5.207703e-01
2.000000e-02  1.110416e-02  2.570152e-03  8.671118e-02  5.233185e-01
2.000000e-02  1.120072e-02  2.552842e-03  8.647421e-02  5.258667e-01
2.000000e-02  1.129727e-02  2.535488e-03  8.623467e-02  5.284210e-01
2.000000e-02  1.139383e-02  2.518140e-03  8.599300e-02  5.309776e-01
2.000000e-02  1.149039e-02  2.500773e-03  8.574892e-02  5.335384e-01
2.000000e-02  1.158695e-02  2.483385e-03  8.550240e-02  5.361038e-01
2.000000e-02  1.168351e-02  2.465988e-03  8.525348e-02  5.386734e-01
2.000000e-02  1.178006e-02  2.448581e-03  8.500211e-02  5.412476e-01
2.000000e-02  1.187662e-02  2.431152e-03  8.474812e-02  5.438278e-01
2.000000e-02  1.197318e-02  2.413709e-03  8.449150e-02  5.464142e-01
2.000000e-02  1.206974e-02  2.396256e-03  8.423234e-02  5.490051e-01
2.000000e-02  1.216629e-02  2.378783e-03  8.397037e-02  5.516037e-01
2.000000e-02  1.226285e-02  2.361295e-03  8.370569e-02  5.542084e-01
2.000000e-02  1.235941e-02  2.343784e-03  8.343810e-02  5.568207e-01
2.000000e-02  1.245597e-02  2.326272e-03  8.316776e-02  5.594398e-01
2.000000e-02  1.255253e-02  2.308740e-03  8.289446e-02  5.620667e-01
2.000000e-02  1.264908e-02  2.291190e-03  8.261814e-02  5.647018e-01
2.000000e-02  1.274564e-02  2.273612e-03  8.233864e-02  5.673462e-01
2.000000e-02  1.284220e-02  2.256037e-03  8.205620e-02  5.699982e-01
2.000000e-02  1.293876e-02  2.238440e-03  8.177054e-02  5.726593e-01
2.000000e-02  1.303532e-02  2.220824e-03  8.148157e-02  5.753304e-01
2.000000e-02  1.313187e-02  2.203190e-03  8.118921e-02  5.780121e-01
2.000000e-02  1.322843e-02  2.185557e-03  8.089367e-02  5.807022e-01
2.000000e-02  1.332499e-02  2.167886e-03  8.059443e-02  5.834045e-01
2.000000e-02  1.342155e-02  2.150200e-03  8.029160e-02  5.861183e-01
2.000000e-02  1.351811e-02  2.132506e-03  7.998524e-02  5.888428e-01
2.000000e-02  1.361466e-02  2.114788e-03  7.967503e-02  5.915802e-01
2.000000e-02  1.371122e-02  2.097045e-03  7.936096e-02  5.943298e-01
2.000000e-02  1.380778e-02  2.079296e-03  7.904310e-02  5.970917e-01
2.000000e-02  1.390434e-02  2.061523e-03  7.872115e-02  5.998672e-01
2.000000e-02  1.400089e-02  2.043720e-03  7.839491e-02  6.026581e-01
2.000000e-02  1.409745e-02  2.025910e-03  7.806467e-02  6.054611e-01
2.000000e-02  1.419401e-02  2.008083e-03  7.773009e-02  6.082794e-01
