# e[GeV/fm^3]  nB[1/fm^3]  P[GeV/fm^3]  T[GeV]  muB[GeV]  muS[GeV]  muQ[GeV]
1.000000e-02  0.000000e+00  2.285039e-03  9.253389e-02  6.103516e-06  7.572383e-08  -4.720333e-09
1.000000e-02  4.897825e-05  2.283484e-03  9.251581e-02  3.488770e-02  4.424864e-04  -2.758458e-05
1.000000e-02  9.795650e-05  2.279316e-03  9.246725e-02  6.616211e-02  8.853010e-04  -5.520608e-05
1.000000e-02  1.469348e-04  2.273450e-03  9.239876e-02  9.265137e-02  1.328299e-03  -8.291558e-05
1.000000e-02  1.959130e-04  2.266589e-03  9.231840e-02  1.149170e-01  1.771216e-03  -1.107873e-04
1.000000e-02  2.448913e-04  2.259154e-03  9.223097e-02  1.338440e-01  2.214907e-03  -1.387637e-04
1.000000e-02  2.938695e-04  2.251364e-03  9.213901e-02  1.502136e-01  2.659249e-03  -1.668356e-04
1.000000e-02  3.428478e-04  2.243340e-03  9.204393e-02  1.645996e-01  3.102742e-03  -1.948957e-04
1.000000e-02  3.918260e-04  2.235158e-03  9.194658e-02  1.774292e-01  3.547604e-03  -2.233304e-04
1.000000e-02  4.408043e-04  2.226872e-03  9.184755e-02  1.890076e-01  3.992162e-03  -2.516097e-04
1.000000e-02  4.897825e-04  2.218504e-03  9.174712e-02  1.995697e-01  4.437862e-03  -2.804634e-04
1.000000e-02  5.387608e-04  2.210074e-03  9.164552e-02  2.092865e-01  4.882941e-03  -3.087875e-04
1.000000e-02  5.877390e-04  2.201600e-03  9.154291e-02  2.182922e-01  5.329382e-03  -3.377958e-04
1.000000e-02  6.367173e-04  2.193087e-03  9.143940e-02  2.266907e-01  5.774999e-03  -3.664994e-04
1.000000e-02  6.856955e-04  2.184551e-03  9.133512e-02  2.345673e-01  6.222054e-03  -3.955718e-04
1.000000e-02  7.346738e-04  2.175979e-03  9.122998e-02  2.419922e-01  6.669336e-03  -4.248618e-04
1.000000e-02  7.836520e-04  2.167388e-03  9.112412e-02  2.490204e-01  7.116985e-03  -4.537860e-04
1.000000e-02  8.326303e-04  2.158782e-03  9.101758e-02  2.556976e-01  7.564880e-03  -4.834191e-04
1.000000e-02  8.816085e-04  2.150159e-03  9.091035e-02  2.620605e-01  8.013594e-03  -5.132886e-04
1.000000e-02  9.305868e-04  2.141521e-03  9.080245e-02  2.681458e-01  8.462169e-03  -5.426688e-04
1.000000e-02  9.795650e-04  2.132878e-03  9.069396e-02  2.739777e-01  8.911692e-03  -5.727939e-04
1.000000e-02  1.028543e-03  2.124223e-03  9.058483e-02  2.795807e-01  9.361299e-03  -6.029113e-04
1.000000e-02  1.077522e-03  2.115548e-03  9.047498e-02  2.849792e-01  9.811652e-03  -6.331615e-04
1.000000e-02  1.126500e-03  2.106879e-03  9.036463e-02  2.901871e-01  1.026256e-02  -6.634257e-04
1.000000e-02  1.175478e-03  2.098189e-03  9.025355e-02  2.952225e-01  1.071358e-02  -6.930609e-04
1.000000e-02  1.224456e-03  2.089501e-03  9.014194e-02  3.000992e-01  1.116563e-02  -7.236841e-04
1.000000e-02  1.273435e-03  2.080804e-03  9.002968e-02  3.048294e-01  1.161858e-02  -7.556614e-04
1.000000e-02  1.322413e-03  2.072098e-03  8.991680e-02  3.094238e-01  1.207067e-02  -7.859989e-04
1.000000e-02  1.371391e-03  2.063384e-03  8.980328e-02  3.138916e-01  1.252433e-02  -8.165378e-04
1.000000e-02  1.420369e-03  2.054662e-03  8.968912e-02  3.182434e-01  1.297810e-02  -8.473634e-04
1.000000e-02  1.469348e-03  2.045944e-03  8.957442e-02  3.224854e-01  1.343259e-02  -8.793620e-04
1.000000e-02  1.518326e-03  2.037220e-03  8.945909e-02  3.266266e-01  1.388820e-02  -9.116817e-04
1.000000e-02  1.567304e-03  2.028481e-03  8.934303e-02  3.306732e-01  1.434397e-02  -9.433692e-04
1.000000e-02  1.616282e-03  2.019744e-03  8.922643e-02  3.346283e-01  1.480028e-02  -9.751485e-04
1.000000e-02  1.665261e-03  2.011004e-03  8.910920e-02  3.385010e-01  1.525715e-02  -1.006856e-03
1.000000e-02  1.714239e-03  2.002255e-03  8.899128e-02  3.422943e-01  1.571421e-02  -1.038493e-03
1.000000e-02  1.763217e-03  1.993506e-03  8.887278e-02  3.460129e-01  1.617243e-02  -1.071285e-03
1.000000e-02  1.812195e-03  1.984751e-03  8.875360e-02  3.496620e-01  1.663159e-02  -1.104375e-03
1.000000e-02  1.861174e-03  1.975992e-03  8.863378e-02  3.532440e-01  1.709131e-02  -1.136630e-03
1.000000e-02  1.910152e-03  1.967232e-03  8.851333e-02  3.567627e-01  1.755067e-02  -1.168759e-03
1.000000e-02  1.959130e-03  1.958461e-03  8.839215e-02  3.602234e-01  1.801183e-02  -1.202182e-03
1.000000e-02  2.008108e-03  1.949691e-03  8.827034e-02  3.636276e-01  1.847392e-02  -1.235875e-03
1.000000e-02  2.057087e-03  1.940911e-03  8.814780e-02  3.669785e-01  1.893559e-02  -1.268930e-03
1.000000e-02  2.106065e-03  1.932131e-03  8.802464e-02  3.702774e-01  1.939871e-02  -1.302602e-03
1.000000e-02  2.155043e-03  1.923348e-03  8.790079e-02  3.735283e-01  1.986227e-02  -1.336352e-03
1.000000e-02  2.204021e-03  1.914568e-03  8.777630e-02  3.767334e-01  2.032811e-02  -1.371691e-03
1.000000e-02  2.253000e-03  1.905772e-03  8.765100e-02  3.798950e-01  2.079290e-02  -1.405998e-03
1.000000e-02  2.301978e-03  1.896979e-03  8.752507e-02  3.830139e-01  2.125932e-02  -1.440931e-03
1.000000e-02  2.350956e-03  1.888182e-03  8.739841e-02  3.860931e-01  2.172634e-02  -1.475300e-03
1.000000e-02  2.399934e-03  1.879379e-03  8.727103e-02  3.891335e-01  2.219369e-02  -1.509916e-03
1.000000e-02  2.448913e-03  1.870578e-03  8.714297e-02  3.921371e-01  2.266200e-02  -1.544378e-03
1.000000e-02  2.497891e-03  1.861771e-03  8.701414e-02  3.951073e-01  2.313203e-02  -1.580924e-03
1.000000e-02  2.546869e-03  1.852959e-03  8.688458e-02  3.980423e-01  2.360203e-02  -1.615949e-03
1.000000e-02  2.595847e-03  1.844142e-03  8.675426e-02  4.009453e-01  2.407152e-02  -1.650072e-03
1.000000e-02  2.644826e-03  1.835321e-03  8.662316e-02  4.038193e-01  2.454409e-02  -1.686639e-03
1.000000e-02  2.693804e-03  1.826500e-03  8.649134e-02  4.066635e-01  2.501786e-02  -1.723623e-03
1.000000e-02  2.742782e-03  1.817679e-03  8.635879e-02  4.094776e-01  2.549072e-02  -1.758679e-03
1.000000e-02  2.791760e-03  1.808847e-03  8.622538e-02  4.122665e-01  2.596521e-02  -1.795587e-03
1.000000e-02  2.840739e-03  1.800018e-03  8.609125e-02  4.150284e-01  2.644084e-02  -1.832043e-03
1.000000e-02  2.889717e-03  1.791187e-03  8.595635e-02  4.177658e-01  2.691770e-02  -1.870261e-03
1.000000e-02  2.938695e-03  1.782348e-03  8.582059e-02  4.204788e-01  2.739403e-02  -1.905647e-03
1.000000e-02  2.987673e-03  1.773505e-03  8.568401e-02  4.231709e-01  2.787390e-02  -1.946144e-03
1.000000e-02  3.036652e-03  1.764662e-03  8.554666e-02  4.258377e-01  2.835192e-02  -1.981904e-03
1.000000e-02  3.085630e-03  1.755807e-03  8.540836e-02  4.284866e-01  2.883306e-02  -2.020897e-03
1.000000e-02  3.134608e-03  1.746961e-03  8.526938e-02  4.311127e-01  2.931495e-02  -2.059570e-03
1.000000e-02  3.183586e-03  1.738104e-03  8.512945e-02  4.337196e-01  2.979681e-02  -2.096644e-03
1.000000e-02  3.232565e-03  1.729251e-03  8.498875e-02  4.363075e-01  3.028059e-02  -2.135428e-03
1.000000e-02  3.281543e-03  1.720387e-03  8.484710e-02  4.388786e-01  3.076570e-02  -2.175972e-03
1.000000e-02  3.330521e-03  1.711524e-03  8.470463e-02  4.414307e-01  3.125141e-02  -2.214646e-03
1.000000e-02  3.379499e-03  1.702653e-03  8.456121e-02  4.439659e-01  3.173732e-02  -2.251882e-03
1.000000e-02  3.428478e-03  1.693783e-03  8.441694e-02  4.464874e-01  3.222703e-02  -2.295545e-03
1.000000e-02  3.477456e-03  1.684910e-03  8.427175e-02  4.489914e-01  3.271613e-02  -2.334279e-03
1.000000e-02  3.526434e-03  1.676031e-03  8.412561e-02  4.514816e-01  3.320724e-02  -2.376029e-03
1.000000e-02  3.575412e-03  1.667152e-03  8.397862e-02  4.539558e-01  3.369782e-02  -2.416235e-03
1.000000e-02  3.624391e-03  1.658267e-03  8.383062e-02  4.564171e-01  3.419054e-02  -2.456885e-03
1.000000e-02  3.673369e-03  1.649376e-03  8.368163e-02  4.588661e-01  3.468485e-02  -2.498627e-03
1.000000e-02  3.722347e-03  1.640481e-03  8.353169e-02  4.613014e-01  3.518028e-02  -2.539625e-03
1.000000e-02  3.771325e-03  1.631590e-03  8.338084e-02  4.637253e-01  3.567775e-02  -2.583488e-03
1.000000e-02  3.820304e-03  1.622695e-03  8.322900e-02  4.661354e-01  3.617407e-02  -2.623153e-03
1.000000e-02  3.869282e-03  1.613793e-03  8.307611e-02  4.685356e-01  3.667374e-02  -2.665464e-03
1.000000e-02  3.918260e-03  1.604885e-03  8.292219e-02  4.709259e-01  3.717508e-02  -2.709603e-03
1.000000e-02  3.967238e-03  1.595974e-03  8.276722e-02  4.733063e-01  3.767757e-02  -2.754242e-03
1.000000e-02  4.016217e-03  1.587069e-03  8.261134e-02  4.756744e-01  3.818050e-02  -2.797447e-03
1.000000e-02  4.065195e-03  1.578148e-03  8.245424e-02  4.780350e-01  3.868575e-02  -2.841533e-03
1.000000e-02  4.114173e-03  1.569233e-03  8.229619e-02  4.803856e-01  3.919195e-02  -2.886544e-03
1.000000e-02  4.163151e-03  1.560310e-03  8.213701e-02  4.827271e-01  3.969865e-02  -2.930089e-03
1.000000e-02  4.212130e-03  1.551386e-03  8.197674e-02  4.850616e-01  4.020932e-02  -2.976974e-03
1.000000e-02  4.261108e-03  1.542460e-03  8.181538e-02  4.873878e-01  4.071993e-02  -3.023972e-03
1.000000e-02  4.310086e-03  1.533522e-03  8.165280e-02  4.897064e-01  4.123217e-02  -3.069096e-03
1.000000e-02  4.359064e-03  1.524587e-03  8.148914e-02  4.920174e-01  4.174553e-02  -3.114322e-03
1.000000e-02  4.408043e-03  1.515645e-03  8.132429e-02  4.943207e-01  4.226020e-02  -3.158750e-03
1.000000e-02  4.457021e-03  1.506701e-03  8.115827e-02  4.966202e-01  4.277860e-02  -3.208720e-03
1.000000e-02  4.505999e-03  1.497760e-03  8.099116e-02  4.989105e-01  4.329621e-02  -3.255232e-03
1.000000e-02  4.554977e-03  1.488806e-03  8.082269e-02  5.011978e-01  4.381762e-02  -3.304557e-03
1.000000e-02  4.603956e-03  1.479852e-03  8.065304e-02  5.034782e-01  4.433903e-02  -3.352396e-03
1.000000e-02  4.652934e-03  1.470888e-03  8.048208e-02  5.057541e-01  4.486360e-02  -3.401056e-03
1.000000e-02  4.701912e-03  1.461930e-03  8.030999e-02  5.080246e-01  4.538865e-02  -3.451560e-03
1.000000e-02  4.750890e-03  1.452957e-03  8.013645e-02  5.102905e-01  4.591575e-02  -3.498920e-03
1.000000e-02  4.799869e-03  1.443987e-03  7.996168e-02  5.125534e-01  4.644521e-02  -3.550682e-03
1.000000e-02  4.848847e-03  1.435017e-03  7.978565e-02  5.148113e-01  4.697676e-02  -3.601453e-03
1.000000e-02  4.897825e-03  1.426038e-03  7.960821e-02  5.170670e-01  4.751130e-02  -3.655193e-03
1.000000e-02  4.946803e-03  1.417052e-03  7.942937e-02  5.193176e-01  4.804476e-02  -3.704329e-03
1.000000e-02  4.995782e-03  1.408068e-03  7.924921e-02  5.215652e-01  4.858149e-02  -3.755576e-03
1.000000e-02  5.044760e-03  1.399078e-03  7.906760e-02  5.238129e-01  4.912215e-02  -3.812381e-03
1.000000e-02  5.093738e-03  1.390078e-03  7.888450e-02  5.260559e-01  4.966258e-02  -3.864156e-03
1.000000e-02  5.142716e-03  1.381081e-03  7.870009e-02  5.282944e-01  5.020340e-02  -3.913893e-03
1.000000e-02  5.191695e-03  1.372081e-03  7.851413e-02  5.305359e-01  5.075062e-02  -3.973124e-03
1.000000e-02  5.240673e-03  1.363073e-03  7.832669e-02  5.327721e-01  5.129735e-02  -4.025625e-03
1.000000e-02  5.289651e-03  1.354056e-03  7.813765e-02  5.350071e-01  5.184392e-02  -4.077692e-03
1.000000e-02  5.338630e-03  1.345038e-03  7.794703e-02  5.372452e-01  5.239857e-02  -4.137993e-03
1.000000e-02  5.387608e-03  1.336018e-03  7.775491e-02  5.394796e-01  5.295196e-02  -4.194375e-03
1.000000e-02  5.436586e-03  1.326993e-03  7.756117e-02  5.417145e-01  5.350916e-02  -4.252708e-03
1.000000e-02  5.485564e-03  1.317961e-03  7.736575e-02  5.439491e-01  5.406764e-02  -4.311099e-03
1.000000e-02  5.534543e-03  1.308918e-03  7.716860e-02  5.461823e-01  5.462767e-02  -4.365534e-03
1.000000e-02  5.583521e-03  1.299881e-03  7.696992e-02  5.484161e-01  5.519074e-02  -4.424449e-03
1.000000e-02  5.632499e-03  1.290838e-03  7.676947e-02  5.506516e-01  5.575713e-02  -4.484653e-03
1.000000e-02  5.681477e-03  1.281782e-03  7.656716e-02  5.528885e-01  5.632549e-02  -4.545664e-03
1.000000e-02  5.730456e-03  1.272725e-03  7.636309e-02  5.551279e-01  5.689795e-02  -4.609800e-03
1.000000e-02  5.779434e-03  1.263665e-03  7.615725e-02  5.573669e-01  5.747312e-02  -4.671881e-03
1.000000e-02  5.828412e-03  1.254592e-03  7.594946e-02  5.596069e-01  5.804736e-02  -4.731498e-03
1.000000e-02  5.877390e-03  1.245520e-03  7.573981e-02  5.618515e-01  5.862811e-02  -4.796792e-03
1.000000e-02  5.926369e-03  1.236438e-03  7.552822e-02  5.640961e-01  5.920998e-02  -4.858377e-03
1.000000e-02  5.975347e-03  1.227355e-03  7.531472e-02  5.663445e-01  5.979495e-02  -4.924420e-03
1.000000e-02  6.024325e-03  1.218260e-03  7.509909e-02  5.685974e-01  6.038373e-02  -4.992385e-03
1.000000e-02  6.073303e-03  1.209167e-03  7.488152e-02  5.708527e-01  6.097594e-02  -5.059986e-03
1.000000e-02  6.122282e-03  1.200062e-03  7.466182e-02  5.731110e-01  6.156990e-02  -5.127358e-03
1.000000e-02  6.171260e-03  1.190947e-03  7.443994e-02  5.753727e-01  6.216644e-02  -5.194469e-03
1.000000e-02  6.220238e-03  1.181829e-03  7.421589e-02  5.776382e-01  6.276592e-02  -5.260540e-03
1.000000e-02  6.269216e-03  1.172706e-03  7.398971e-02  5.799072e-01  6.336828e-02  -5.327628e-03
1.000000e-02  6.318195e-03  1.163575e-03  7.376113e-02  5.821869e-01  6.397916e-02  -5.405156e-03
1.000000e-02  6.367173e-03  1.154434e-03  7.353024e-02  5.844681e-01  6.458964e-02  -5.476877e-03
1.000000e-02  6.416151e-03  1.145288e-03  7.329703e-02  5.867538e-01  6.520245e-02  -5.548657e-03
1.000000e-02  6.465129e-03  1.136133e-03  7.306139e-02  5.890442e-01  6.581757e-02  -5.617834e-03
1.000000e-02  6.514108e-03  1.126975e-03  7.282329e-02  5.913437e-01  6.644013e-02  -5.694676e-03
1.000000e-02  6.563086e-03  1.117802e-03  7.258250e-02  5.936516e-01  6.706775e-02  -5.774332e-03
1.000000e-02  6.612064e-03  1.108620e-03  7.233908e-02  5.959671e-01  6.769957e-02  -5.855581e-03
1.000000e-02  6.661042e-03  1.099437e-03  7.209324e-02  5.982841e-01  6.833062e-02  -5.930012e-03
1.000000e-02  6.710021e-03  1.090237e-03  7.184446e-02  6.006134e-01  6.896932e-02  -6.011556e-03
1.000000e-02  6.758999e-03  1.081032e-03  7.159300e-02  6.029480e-01  6.960898e-02  -6.090216e-03
1.000000e-02  6.807977e-03  1.071811e-03  7.133860e-02  6.052902e-01  7.025273e-02  -6.167036e-03
1.000000e-02  6.856955e-03  1.062588e-03  7.108134e-02  6.076431e-01  7.090237e-02  -6.250013e-03
1.000000e-02  6.905934e-03  1.053351e-03  7.082101e-02  6.100067e-01  7.155808e-02  -6.336066e-03
1.000000e-02  6.954912e-03  1.044103e-03  7.055759e-02  6.123787e-01  7.221711e-02  -6.420057e-03
1.000000e-02  7.003890e-03  1.034846e-03  7.029105e-02  6.147614e-01  7.288108e-02  -6.507529e-03
1.000000e-02  7.052868e-03  1.025586e-03  7.002142e-02  6.171524e-01  7.354780e-02  -6.593678e-03
1.000000e-02  7.101847e-03  1.016300e-03  6.974818e-02  6.195557e-01  7.421972e-02  -6.678932e-03
1.000000e-02  7.150825e-03  1.007009e-03  6.947158e-02  6.219734e-01  7.489951e-02  -6.773150e-03
1.000000e-02  7.199803e-03  9.976962e-04  6.919131e-02  6.244034e-01  7.558498e-02  -6.866547e-03
1.000000e-02  7.248781e-03  9.883787e-04  6.890755e-02  6.268463e-01  7.627502e-02  -6.964192e-03
1.000000e-02  7.297760e-03  9.790458e-04  6.862013e-02  6.292969e-01  7.696667e-02  -7.052124e-03
1.000000e-02  7.346738e-03  9.696989e-04  6.832876e-02  6.317657e-01  7.766803e-02  -7.149216e-03
1.000000e-02  7.395716e-03  9.603376e-04  6.803350e-02  6.342484e-01  7.837459e-02  -7.248070e-03
1.000000e-02  7.444694e-03  9.509578e-04  6.773407e-02  6.367462e-01  7.908587e-02  -7.347260e-03
1.000000e-02  7.493673e-03  9.415615e-04  6.743038e-02  6.392609e-01  7.980605e-02  -7.449308e-03
1.000000e-02  7.542651e-03  9.321473e-04  6.712234e-02  6.417923e-01  8.053177e-02  -7.554372e-03
1.000000e-02  7.591629e-03  9.227176e-04  6.680987e-02  6.443405e-01  8.126358e-02  -7.660925e-03
1.000000e-02  7.640607e-03  9.132685e-04  6.649277e-02  6.469055e-01  8.200165e-02  -7.767102e-03
1.000000e-02  7.689586e-03  9.037982e-04  6.617074e-02  6.494926e-01  8.274938e-02  -7.880294e-03
1.000000e-02  7.738564e-03  8.943072e-04  6.584381e-02  6.520966e-01  8.350167e-02  -7.990377e-03
1.000000e-02  7.787542e-03  8.848015e-04  6.551199e-02  6.547180e-01  8.426082e-02  -8.100400e-03
1.000000e-02  7.836520e-03  8.752660e-04  6.517451e-02  6.573669e-01  8.503211e-02  -8.220315e-03
1.000000e-02  7.885499e-03  8.657150e-04  6.483182e-02  6.600342e-01  8.580863e-02  -8.338317e-03
1.000000e-02  7.934477e-03  8.561225e-04  6.448297e-02  6.627258e-01  8.659168e-02  -8.454595e-03
1.000000e-02  7.983455e-03  8.465183e-04  6.412850e-02  6.654434e-01  8.738812e-02  -8.581585e-03
1.000000e-02  8.032433e-03  8.368820e-04  6.376778e-02  6.681839e-01  8.818898e-02  -8.703887e-03
1.000000e-02  8.081412e-03  8.272180e-04  6.340076e-02  6.709488e-01  8.899831e-02  -8.825731e-03
1.000000e-02  8.130390e-03  8.175237e-04  6.302695e-02  6.737457e-01  8.982124e-02  -8.957218e-03
1.000000e-02  8.179368e-03  8.077941e-04  6.264607e-02  6.765732e-01  9.065609e-02  -9.092758e-03
1.000000e-02  8.228346e-03  7.980264e-04  6.225795e-02  6.794250e-01  9.149315e-02  -9.217327e-03
1.000000e-02  8.277325e-03  7.882336e-04  6.186248e-02  6.823128e-01  9.234674e-02  -9.356548e-03
1.000000e-02  8.326303e-03  7.783990e-04  6.145902e-02  6.852325e-01  9.321047e-02  -9.493816e-03
1.000000e-02  8.375281e-03  7.685208e-04  6.104702e-02  6.881943e-01  9.409106e-02  -9.644868e-03
1.000000e-02  8.424259e-03  7.586003e-04  6.062648e-02  6.911880e-01  9.497800e-02  -9.788893e-03
1.000000e-02  8.473238e-03  7.486328e-04  6.019691e-02  6.942169e-01  9.587681e-02  -9.928433e-03
1.000000e-02  8.522216e-03  7.386134e-04  5.975750e-02  6.972931e-01  9.679103e-02  -1.008055e-02
1.000000e-02  8.571194e-03  7.285506e-04  5.930838e-02  7.004105e-01  9.771823e-02  -1.023547e-02
1.000000e-02  8.620172e-03  7.184280e-04  5.884854e-02  7.035721e-01  9.866099e-02  -1.038828e-02
1.000000e-02  8.669151e-03  7.082462e-04  5.837743e-02  7.067871e-01  9.962190e-02  -1.055363e-02
1.000000e-02  8.718129e-03  6.979984e-04  5.789438e-02  7.100540e-01  1.006004e-01  -1.072149e-02
1.000000e-02  8.767107e-03  6.876857e-04  5.739907e-02  7.133698e-01  1.015915e-01  -1.088378e-02
1.000000e-02  8.816085e-03  6.773007e-04  5.689077e-02  7.167374e-01  1.025906e-01  -1.103924e-02
1.000000e-02  8.865064e-03  6.668242e-04  5.636742e-02  7.201828e-01  1.036292e-01  -1.122181e-02
1.000000e-02  8.914042e-03  6.562817e-04  5.583021e-02  7.236786e-01  1.046698e-01  -1.138935e-02
1.000000e-02  8.963020e-03  6.456315e-04  5.527634e-02  7.272491e-01  1.057411e-01  -1.156196e-02
1.000000e-02  9.011998e-03  6.348870e-04  5.470547e-02  7.308960e-01  1.068309e-01  -1.174414e-02
1.000000e-02  9.060977e-03  6.240363e-04  5.411635e-02  7.346222e-01  1.079484e-01  -1.192851e-02
1.000000e-02  9.109955e-03  6.130717e-04  5.350789e-02  7.384277e-01  1.090874e-01  -1.210681e-02
1.000000e-02  9.158933e-03  6.019626e-04  5.287750e-02  7.423279e-01  1.102484e-01  -1.228366e-02
1.000000e-02  9.207911e-03  5.907282e-04  5.222469e-02  7.463318e-01  1.114453e-01  -1.248094e-02
1.000000e-02  9.256890e-03  5.793362e-04  5.154728e-02  7.504303e-01  1.126659e-01  -1.265427e-02
1.000000e-02  9.305868e-03  5.677742e-04  5.084283e-02  7.546448e-01  1.139134e-01  -1.282816e-02
1.000000e-02  9.354846e-03  5.560232e-04  5.010870e-02  7.589905e-01  1.152094e-01  -1.301263e-02
1.000000e-02  9.403824e-03  5.440616e-04  4.934230e-02  7.634689e-01  1.165315e-01  -1.318634e-02
1.000000e-02  9.452803e-03  5.318692e-04  4.854061e-02  7.680908e-01  1.178887e-01  -1.334634e-02
1.000000e-02  9.501781e-03  5.194111e-04  4.769886e-02  7.728882e-01  1.193007e-01  -1.351841e-02
1.000000e-02  9.550759e-03  5.066675e-04  4.681425e-02  7.778534e-01  1.207471e-01  -1.366373e-02
1.000000e-02  9.599737e-03  4.935879e-04  4.588056e-02  7.830170e-01  1.222309e-01  -1.379015e-02
1.000000e-02  9.648716e-03  4.801207e-04  4.489101e-02  7.884155e-01  1.237944e-01  -1.391938e-02
1.000000e-02  9.697694e-03  4.662427e-04  4.384122e-02  7.940399e-01  1.253982e-01  -1.399772e-02
1.000000e-02  9.746672e-03  4.518579e-04  4.272003e-02  7.999512e-01  1.271015e-01  -1.405920e-02
2.000000e-02  0.000000e+00  4.371713e-03  1.041967e-01  0.000000e+00  -3.219241e-22  -1.775272e-23
2.000000e-02  9.630945e-05  4.370494e-03  1.041879e-01  1.764526e-02  5.104606e-04  -3.717177e-05
2.000000e-02  1.926189e-04  4.366902e-03  1.041619e-01  3.491821e-02  1.020856e-03  -7.435168e-05
2.000000e-02  2.889284e-04  4.361161e-03  1.041203e-01  5.150452e-02  1.531392e-03  -1.116260e-04
2.000000e-02  3.852378e-04  4.353607e-03  1.040654e-01  6.721191e-02  2.042162e-03  -1.488849e-04
2.000000e-02  4.815473e-04  4.344520e-03  1.039992e-01  8.194885e-02  2.553002e-03  -1.863916e-04
2.000000e-02  5.778567e-04  4.334224e-03  1.039240e-01  9.571228e-02  3.064319e-03  -2.236964e-04
2.000000e-02  6.741662e-04  4.322941e-03  1.038414e-01  1.085449e-01  3.575769e-03  -2.612929e-04
2.000000e-02  7.704756e-04  4.310902e-03  1.037529e-01  1.205124e-01  4.087542e-03  -2.990232e-04
2.000000e-02  8.667851e-04  4.298241e-03  1.036595e-01  1.316956e-01  4.599609e-03  -3.370099e-04
2.000000e-02  9.630945e-04  4.285071e-03  1.035620e-01  1.421738e-01  5.111970e-03  -3.748282e-04
2.000000e-02  1.059404e-03  4.271523e-03  1.034613e-01  1.520203e-01  5.624557e-03  -4.130306e-04
2.000000e-02  1.155713e-03  4.257645e-03  1.033577e-01  1.613007e-01  6.137375e-03  -4.510455e-04
2.000000e-02  1.252023e-03  4.243500e-03  1.032516e-01  1.700775e-01  6.650804e-03  -4.893400e-04
2.000000e-02  1.348332e-03  4.229132e-03  1.031434e-01  1.784027e-01  7.164616e-03  -5.284159e-04
2.000000e-02  1.444642e-03  4.214581e-03  1.030334e-01  1.863190e-01  7.678675e-03  -5.667207e-04
2.000000e-02  1.540951e-03  4.199865e-03  1.029217e-01  1.938705e-01  8.193147e-03  -6.056801e-04
2.000000e-02  1.637261e-03  4.185023e-03  1.028084e-01  2.010910e-01  8.707740e-03  -6.440364e-04
2.000000e-02  1.733570e-03  4.170052e-03  1.026937e-01  2.080109e-01  9.223284e-03  -6.837270e-04
2.000000e-02  1.829880e-03  4.154989e-03  1.025777e-01  2.146576e-01  9.738864e-03  -7.228763e-04
2.000000e-02  1.926189e-03  4.139845e-03  1.024606e-01  2.210541e-01  1.025529e-02  -7.627769e-04
2.000000e-02  2.022499e-03  4.124616e-03  1.023423e-01  2.272217e-01  1.077149e-02  -8.015567e-04
2.000000e-02  2.118808e-03  4.109320e-03  1.022229e-01  2.331802e-01  1.128879e-02  -8.417662e-04
2.000000e-02  2.215117e-03  4.093953e-03  1.021024e-01  2.389458e-01  1.180614e-02  -8.811020e-04
2.000000e-02  2.311427e-03  4.078534e-03  1.019809e-01  2.445328e-01  1.232398e-02  -9.208453e-04
2.000000e-02  2.407736e-03  4.063078e-03  1.018585e-01  2.499542e-01  1.284264e-02  -9.617664e-04
2.000000e-02  2.504046e-03  4.047569e-03  1.017351e-01  2.552231e-01  1.336158e-02  -1.002104e-03
2.000000e-02  2.600355e-03  4.032011e-03  1.016107e-01  2.603485e-01  1.388071e-02  -1.041366e-03
2.000000e-02  2.696665e-03  4.016425e-03  1.014855e-01  2.653412e-01  1.440103e-02  -1.082636e-03
2.000000e-02  2.792974e-03  4.000812e-03  1.013595e-01  2.702095e-01  1.492125e-02  -1.123344e-03
2.000000e-02  2.889284e-03  3.985151e-03  1.012324e-01  2.749619e-01  1.544187e-02  -1.162919e-03
2.000000e-02  2.985593e-03  3.969472e-03  1.011046e-01  2.796055e-01  1.596379e-02  -1.204752e-03
2.000000e-02  3.081903e-03  3.953757e-03  1.009759e-01  2.841476e-01  1.648641e-02  -1.246381e-03
2.000000e-02  3.178212e-03  3.938024e-03  1.008463e-01  2.885925e-01  1.700876e-02  -1.287140e-03
2.000000e-02  3.274521e-03  3.922254e-03  1.007158e-01  2.929474e-01  1.753239e-02  -1.329220e-03
2.000000e-02  3.370831e-03  3.906470e-03  1.005846e-01  2.972176e-01  1.805682e-02  -1.371653e-03
2.000000e-02  3.467140e-03  3.890669e-03  1.004525e-01  3.014061e-01  1.858157e-02  -1.414190e-03
2.000000e-02  3.563450e-03  3.874834e-03  1.003195e-01  3.055176e-01  1.910569e-02  -1.453995e-03
2.000000e-02  3.659759e-03  3.858996e-03  1.001857e-01  3.095581e-01  1.963229e-02  -1.497788e-03
2.000000e-02  3.756069e-03  3.843128e-03  1.000510e-01  3.135300e-01  2.015877e-02  -1.539710e-03
2.000000e-02  3.852378e-03  3.827240e-03  9.991549e-02  3.174377e-01  2.068655e-02  -1.583468e-03
2.000000e-02  3.948688e-03  3.811339e-03  9.977914e-02  3.212822e-01  2.121413e-02  -1.625967e-03
2.000000e-02  4.044997e-03  3.795430e-03  9.964197e-02  3.250679e-01  2.174251e-02  -1.668617e-03
2.000000e-02  4.141307e-03  3.779495e-03  9.950390e-02  3.287987e-01  2.227199e-02  -1.712263e-03
