# e[GeV/fm^3]  nB[1/fm^3]  P[GeV/fm^3]  T[GeV]  muB[GeV]
1.000000e-02  0.000000e+00  2.285039e-03  9.253389e-02  0.000000e+00
1.000000e-02  4.917479e-05  2.283476e-03  9.251572e-02  3.491211e-02
1.000000e-02  9.834958e-05  2.279274e-03  9.246684e-02  6.616211e-02
1.000000e-02  1.475244e-04  2.273363e-03  9.239794e-02  9.261475e-02
1.000000e-02  1.966992e-04  2.266469e-03  9.231731e-02  1.148010e-01
1.000000e-02  2.458740e-04  2.258988e-03  9.222952e-02  1.336487e-01
1.000000e-02  2.950487e-04  2.251146e-03  9.213720e-02  1.499268e-01
1.000000e-02  3.442235e-04  2.243083e-03  9.204189e-02  1.642151e-01
1.000000e-02  3.933983e-04  2.234858e-03  9.194431e-02  1.769470e-01
1.000000e-02  4.425731e-04  2.226520e-03  9.184502e-02  1.884308e-01
1.000000e-02  4.917479e-04  2.218107e-03  9.174441e-02  1.988922e-01
1.000000e-02  5.409227e-04  2.209627e-03  9.164262e-02  2.085083e-01
1.000000e-02  5.900975e-04  2.201100e-03  9.153983e-02  2.174164e-01
1.000000e-02  6.392723e-04  2.192537e-03  9.143619e-02  2.257172e-01
1.000000e-02  6.884471e-04  2.183941e-03  9.133173e-02  2.334961e-01
1.000000e-02  7.376219e-04  2.175318e-03  9.122650e-02  2.408234e-01
1.000000e-02  7.867967e-04  2.166676e-03  9.112059e-02  2.477524e-01
1.000000e-02  8.359714e-04  2.158015e-03  9.101400e-02  2.543304e-01
1.000000e-02  8.851462e-04  2.149331e-03  9.090668e-02  2.605988e-01
1.000000e-02  9.343210e-04  2.140637e-03  9.079878e-02  2.665863e-01
1.000000e-02  9.834958e-04  2.131925e-03  9.069020e-02  2.723236e-01
1.000000e-02  1.032671e-03  2.123209e-03  9.058107e-02  2.778320e-01
1.000000e-02  1.081845e-03  2.114474e-03  9.047126e-02  2.831345e-01
1.000000e-02  1.131020e-03  2.105729e-03  9.036082e-02  2.882507e-01
1.000000e-02  1.180195e-03  2.096984e-03  9.024988e-02  2.931915e-01
1.000000e-02  1.229370e-03  2.088222e-03  9.013827e-02  2.979752e-01
1.000000e-02  1.278545e-03  2.079454e-03  9.002606e-02  3.026123e-01
1.000000e-02  1.327719e-03  2.070671e-03  8.991317e-02  3.071167e-01
1.000000e-02  1.376894e-03  2.061891e-03  8.979979e-02  3.114929e-01
1.000000e-02  1.426069e-03  2.053102e-03  8.968577e-02  3.157547e-01
1.000000e-02  1.475244e-03  2.044298e-03  8.957107e-02  3.199081e-01
1.000000e-02  1.524419e-03  2.035495e-03  8.945583e-02  3.239594e-01
1.000000e-02  1.573593e-03  2.026680e-03  8.933991e-02  3.279175e-01
1.000000e-02  1.622768e-03  2.017867e-03  8.922344e-02  3.317856e-01
1.000000e-02  1.671943e-03  2.009041e-03  8.910630e-02  3.355705e-01
1.000000e-02  1.721118e-03  2.000209e-03  8.898852e-02  3.392776e-01
1.000000e-02  1.770292e-03  1.991372e-03  8.887011e-02  3.429115e-01
1.000000e-02  1.819467e-03  1.982530e-03  8.875106e-02  3.464752e-01
1.000000e-02  1.868642e-03  1.973679e-03  8.863133e-02  3.499741e-01
1.000000e-02  1.917817e-03  1.964824e-03  8.851097e-02  3.534103e-01
1.000000e-02  1.966992e-03  1.955971e-03  8.839002e-02  3.567871e-01
1.000000e-02  2.016166e-03  1.947107e-03  8.826835e-02  3.601089e-01
1.000000e-02  2.065341e-03  1.938232e-03  8.814595e-02  3.633789e-01
1.000000e-02  2.114516e-03  1.929356e-03  8.802291e-02  3.665977e-01
1.000000e-02  2.163691e-03  1.920470e-03  8.789916e-02  3.697693e-01
1.000000e-02  2.212866e-03  1.911589e-03  8.777481e-02  3.728943e-01
1.000000e-02  2.262040e-03  1.902698e-03  8.764969e-02  3.759773e-01
1.000000e-02  2.311215e-03  1.893798e-03  8.752385e-02  3.790192e-01
1.000000e-02  2.360390e-03  1.884897e-03  8.739733e-02  3.820213e-01
1.000000e-02  2.409565e-03  1.875985e-03  8.727004e-02  3.849861e-01
1.000000e-02  2.458740e-03  1.867074e-03  8.714206e-02  3.879150e-01
1.000000e-02  2.507914e-03  1.858151e-03  8.701328e-02  3.908112e-01
1.000000e-02  2.557089e-03  1.849237e-03  8.688390e-02  3.936722e-01
1.000000e-02  2.606264e-03  1.840304e-03  8.675362e-02  3.965042e-01
1.000000e-02  2.655439e-03  1.831370e-03  8.662261e-02  3.993057e-01
1.000000e-02  2.704614e-03  1.822430e-03  8.649084e-02  4.020782e-01
1.000000e-02  2.753788e-03  1.813491e-03  8.635834e-02  4.048233e-01
1.000000e-02  2.802963e-03  1.804536e-03  8.622493e-02  4.075432e-01
1.000000e-02  2.852138e-03  1.795582e-03  8.609080e-02  4.102371e-01
1.000000e-02  2.901313e-03  1.786624e-03  8.595585e-02  4.129074e-01
1.000000e-02  2.950487e-03  1.777660e-03  8.582009e-02  4.155540e-01
1.000000e-02  2.999662e-03  1.768694e-03  8.568351e-02  4.181793e-01
1.000000e-02  3.048837e-03  1.759715e-03  8.554603e-02  4.207832e-01
1.000000e-02  3.098012e-03  1.750742e-03  8.540782e-02  4.233658e-01
1.000000e-02  3.147187e-03  1.741757e-03  8.526866e-02  4.259300e-01
1.000000e-02  3.196361e-03  1.732764e-03  8.512859e-02  4.284760e-01
1.000000e-02  3.245536e-03  1.723775e-03  8.498775e-02  4.310028e-01
1.000000e-02  3.294711e-03  1.714776e-03  8.484597e-02  4.335129e-01
1.000000e-02  3.343886e-03  1.705767e-03  8.470323e-02  4.360069e-01
1.000000e-02  3.393061e-03  1.696759e-03  8.455963e-02  4.384850e-01
1.000000e-02  3.442235e-03  1.687740e-03  8.441503e-02  4.409485e-01
1.000000e-02  3.491410e-03  1.678725e-03  8.426962e-02  4.433960e-01
1.000000e-02  3.540585e-03  1.669706e-03  8.412326e-02  4.458298e-01
1.000000e-02  3.589760e-03  1.660671e-03  8.397581e-02  4.482513e-01
1.000000e-02  3.638935e-03  1.651638e-03  8.382745e-02  4.506599e-01
1.000000e-02  3.688109e-03  1.642602e-03  8.367815e-02  4.530556e-01
1.000000e-02  3.737284e-03  1.633555e-03  8.352775e-02  4.554405e-01
1.000000e-02  3.786459e-03  1.624503e-03  8.337636e-02  4.578140e-01
1.000000e-02  3.835634e-03  1.615453e-03  8.322402e-02  4.601761e-01
1.000000e-02  3.884808e-03  1.606392e-03  8.307054e-02  4.625290e-01
1.000000e-02  3.933983e-03  1.597326e-03  8.291603e-02  4.648720e-01
1.000000e-02  3.983158e-03  1.588254e-03  8.276042e-02  4.672058e-01
1.000000e-02  4.032333e-03  1.579181e-03  8.260378e-02  4.695305e-01
1.000000e-02  4.081508e-03  1.570098e-03  8.244595e-02  4.718475e-01
1.000000e-02  4.130682e-03  1.561018e-03  8.228713e-02  4.741554e-01
1.000000e-02  4.179857e-03  1.551926e-03  8.212709e-02  4.764565e-01
1.000000e-02  4.229032e-03  1.542832e-03  8.196591e-02  4.787506e-01
1.000000e-02  4.278207e-03  1.533734e-03  8.180361e-02  4.810371e-01
1.000000e-02  4.327382e-03  1.524632e-03  8.164012e-02  4.833176e-01
1.000000e-02  4.376556e-03  1.515521e-03  8.147537e-02  4.855927e-01
1.000000e-02  4.425731e-03  1.506400e-03  8.130934e-02  4.878624e-01
1.000000e-02  4.474906e-03  1.497279e-03  8.114214e-02  4.901264e-01
1.000000e-02  4.524081e-03  1.488153e-03  8.097367e-02  4.923859e-01
1.000000e-02  4.573256e-03  1.479029e-03  8.080403e-02  4.946396e-01
1.000000e-02  4.622430e-03  1.469885e-03  8.063288e-02  4.968910e-01
1.000000e-02  4.671605e-03  1.460746e-03  8.046057e-02  4.991373e-01
1.000000e-02  4.720780e-03  1.451600e-03  8.028689e-02  5.013802e-01
1.000000e-02  4.769955e-03  1.442446e-03  8.011180e-02  5.036203e-01
1.000000e-02  4.819130e-03  1.433286e-03  7.993532e-02  5.058578e-01
1.000000e-02  4.868304e-03  1.424125e-03  7.975752e-02  5.080917e-01
1.000000e-02  4.917479e-03  1.414960e-03  7.957827e-02  5.103241e-01
1.000000e-02  4.966654e-03  1.405782e-03  7.939748e-02  5.125549e-01
1.000000e-02  5.015829e-03  1.396609e-03  7.921537e-02  5.147827e-01
1.000000e-02  5.065003e-03  1.387423e-03  7.903164e-02  5.170105e-01
1.000000e-02  5.114178e-03  1.378237e-03  7.884645e-02  5.192368e-01
1.000000e-02  5.163353e-03  1.369047e-03  7.865977e-02  5.214615e-01
1.000000e-02  5.212528e-03  1.359841e-03  7.847133e-02  5.236877e-01
1.000000e-02  5.261703e-03  1.350639e-03  7.828143e-02  5.259125e-01
1.000000e-02  5.310877e-03  1.341431e-03  7.808990e-02  5.281372e-01
1.000000e-02  5.360052e-03  1.332212e-03  7.789661e-02  5.303637e-01
1.000000e-02  5.409227e-03  1.322993e-03  7.770173e-02  5.325897e-01
1.000000e-02  5.458402e-03  1.313766e-03  7.750509e-02  5.348175e-01
1.000000e-02  5.507577e-03  1.304534e-03  7.730668e-02  5.370468e-01
1.000000e-02  5.556751e-03  1.295294e-03  7.710647e-02  5.392776e-01
1.000000e-02  5.605926e-03  1.286051e-03  7.690451e-02  5.415100e-01
1.000000e-02  5.655101e-03  1.276799e-03  7.670061e-02  5.437454e-01
1.000000e-02  5.704276e-03  1.267549e-03  7.649495e-02  5.459824e-01
1.000000e-02  5.753451e-03  1.258290e-03  7.628735e-02  5.482224e-01
1.000000e-02  5.802625e-03  1.249016e-03  7.607761e-02  5.504669e-01
1.000000e-02  5.851800e-03  1.239749e-03  7.586611e-02  5.527130e-01
1.000000e-02  5.900975e-03  1.230471e-03  7.565247e-02  5.549637e-01
1.000000e-02  5.950150e-03  1.221184e-03  7.543671e-02  5.572189e-01
1.000000e-02  5.999325e-03  1.211891e-03  7.521882e-02  5.594788e-01
1.000000e-02  6.048499e-03  1.202599e-03  7.499894e-02  5.617416e-01
1.000000e-02  6.097674e-03  1.193297e-03  7.477674e-02  5.640106e-01
1.000000e-02  6.146849e-03  1.183989e-03  7.455233e-02  5.662846e-01
1.000000e-02  6.196024e-03  1.174677e-03  7.432560e-02  5.685646e-01
1.000000e-02  6.245198e-03  1.165360e-03  7.409662e-02  5.708496e-01
1.000000e-02  6.294373e-03  1.156034e-03  7.386518e-02  5.731415e-01
1.000000e-02  6.343548e-03  1.146695e-03  7.363116e-02  5.754410e-01
1.000000e-02  6.392723e-03  1.137358e-03  7.339479e-02  5.777466e-01
1.000000e-02  6.441898e-03  1.128009e-03  7.315579e-02  5.800598e-01
1.000000e-02  6.491072e-03  1.118655e-03  7.291421e-02  5.823807e-01
1.000000e-02  6.540247e-03  1.109297e-03  7.267000e-02  5.847092e-01
1.000000e-02  6.589422e-03  1.099929e-03  7.242298e-02  5.870468e-01
1.000000e-02  6.638597e-03  1.090554e-03  7.217320e-02  5.893929e-01
1.000000e-02  6.687772e-03  1.081171e-03  7.192054e-02  5.917480e-01
1.000000e-02  6.736946e-03  1.071781e-03  7.166494e-02  5.941132e-01
1.000000e-02  6.786121e-03  1.062378e-03  7.140623e-02  5.964890e-01
1.000000e-02  6.835296e-03  1.052977e-03  7.114463e-02  5.988739e-01
1.000000e-02  6.884471e-03  1.043565e-03  7.087985e-02  6.012695e-01
1.000000e-02  6.933646e-03  1.034144e-03  7.061177e-02  6.036774e-01
1.000000e-02  6.982820e-03  1.024711e-03  7.034029e-02  6.060974e-01
1.000000e-02  7.031995e-03  1.015276e-03  7.006559e-02  6.085281e-01
1.000000e-02  7.081170e-03  1.005828e-03  6.978727e-02  6.109726e-01
1.000000e-02  7.130345e-03  9.963751e-04  6.950549e-02  6.134293e-01
1.000000e-02  7.179519e-03  9.869098e-04  6.921992e-02  6.159004e-01
1.000000e-02  7.228694e-03  9.774363e-04  6.893061e-02  6.183853e-01
1.000000e-02  7.277869e-03  9.679469e-04  6.863725e-02  6.208862e-01
1.000000e-02  7.327044e-03  9.584546e-04  6.834009e-02  6.234009e-01
1.000000e-02  7.376219e-03  9.489498e-04  6.803871e-02  6.259323e-01
1.000000e-02  7.425393e-03  9.394303e-04  6.773303e-02  6.284805e-01
1.000000e-02  7.474568e-03  9.299059e-04  6.742313e-02  6.310448e-01
1.000000e-02  7.523743e-03  9.203670e-04  6.710866e-02  6.336273e-01
1.000000e-02  7.572918e-03  9.108050e-04  6.678926e-02  6.362305e-01
1.000000e-02  7.622093e-03  9.012491e-04  6.646559e-02  6.388489e-01
1.000000e-02  7.671267e-03  8.916662e-04  6.613658e-02  6.414902e-01
1.000000e-02  7.720442e-03  8.820741e-04  6.580259e-02  6.441513e-01
1.000000e-02  7.769617e-03  8.724623e-04  6.546320e-02  6.468346e-01
1.000000e-02  7.818792e-03  8.628418e-04  6.511852e-02  6.495392e-01
1.000000e-02  7.867967e-03  8.532032e-04  6.476813e-02  6.522675e-01
1.000000e-02  7.917141e-03  8.435462e-04  6.441185e-02  6.550201e-01
1.000000e-02  7.966316e-03  8.338673e-04  6.404938e-02  6.577988e-01
1.000000e-02  8.015491e-03  8.241785e-04  6.368089e-02  6.606018e-01
1.000000e-02  8.064666e-03  8.144623e-04  6.330563e-02  6.634338e-01
1.000000e-02  8.113841e-03  8.047209e-04  6.292349e-02  6.662949e-01
1.000000e-02  8.163015e-03  7.949622e-04  6.253441e-02  6.691849e-01
1.000000e-02  8.212190e-03  7.851824e-04  6.213806e-02  6.721054e-01
1.000000e-02  8.261365e-03  7.753713e-04  6.173388e-02  6.750595e-01
1.000000e-02  8.310540e-03  7.655358e-04  6.132176e-02  6.780472e-01
1.000000e-02  8.359714e-03  7.556724e-04  6.090136e-02  6.810699e-01
1.000000e-02  8.408889e-03  7.457761e-04  6.047219e-02  6.841301e-01
1.000000e-02  8.458064e-03  7.358453e-04  6.003381e-02  6.872299e-01
1.000000e-02  8.507239e-03  7.258792e-04  5.958591e-02  6.903702e-01
1.000000e-02  8.556414e-03  7.158714e-04  5.912779e-02  6.935547e-01
1.000000e-02  8.605588e-03  7.058317e-04  5.865951e-02  6.967819e-01
1.000000e-02  8.654763e-03  6.957482e-04  5.818017e-02  7.000565e-01
1.000000e-02  8.703938e-03  6.856035e-04  5.768863e-02  7.033844e-01
1.000000e-02  8.753113e-03  6.754181e-04  5.718517e-02  7.067627e-01
1.000000e-02  8.802288e-03  6.651689e-04  5.666835e-02  7.101990e-01
1.000000e-02  8.851462e-03  6.548690e-04  5.613816e-02  7.136917e-01
1.000000e-02  8.900637e-03  6.444975e-04  5.559312e-02  7.172485e-01
1.000000e-02  8.949812e-03  6.340499e-04  5.503222e-02  7.208740e-01
1.000000e-02  8.998987e-03  6.235240e-04  5.445483e-02  7.245697e-01
1.000000e-02  9.048162e-03  6.129174e-04  5.385991e-02  7.283401e-01
1.000000e-02  9.097336e-03  6.022113e-04  5.324579e-02  7.321930e-01
1.000000e-02  9.146511e-03  5.914014e-04  5.261127e-02  7.361328e-01
1.000000e-02  9.195686e-03  5.804730e-04  5.195461e-02  7.401672e-01
1.000000e-02  9.244861e-03  5.694157e-04  5.127421e-02  7.443024e-01
1.000000e-02  9.294036e-03  5.582190e-04  5.056811e-02  7.485466e-01
1.000000e-02  9.343210e-03  5.468564e-04  4.983360e-02  7.529114e-01
1.000000e-02  9.392385e-03  5.353249e-04  4.906901e-02  7.574020e-01
1.000000e-02  9.441560e-03  5.235791e-04  4.826988e-02  7.620392e-01
1.000000e-02  9.490735e-03  5.116164e-04  4.743435e-02  7.668274e-01
1.000000e-02  9.539909e-03  4.993906e-04  4.655724e-02  7.717896e-01
1.000000e-02  9.589084e-03  4.868706e-04  4.563438e-02  7.769409e-01
1.000000e-02  9.638259e-03  4.740155e-04  4.466030e-02  7.823029e-01
1.000000e-02  9.687434e-03  4.607683e-04  4.362806e-02  7.879028e-01
1.000000e-02  9.736609e-03  4.470690e-04  4.253020e-02  7.937683e-01
1.000000e-02  9.785783e-03  4.328463e-04  4.135765e-02  7.999329e-01
2.000000e-02  0.000000e+00  4.371713e-03  1.041967e-01  0.000000e+00
2.000000e-02  9.670844e-05  4.370473e-03  1.041878e-01  1.756287e-02
2.000000e-02  1.934169e-04  4.366859e-03  1.041617e-01  3.474426e-02
2.000000e-02  2.901253e-04  4.361072e-03  1.041199e-01  5.123291e-02
2.000000e-02  3.868338e-04  4.353435e-03  1.040647e-01  6.683655e-02
2.000000e-02  4.835422e-04  4.344281e-03  1.039983e-01  8.146362e-02
2.000000e-02  5.802506e-04  4.333895e-03  1.039229e-01  9.510498e-02
2.000000e-02  6.769591e-04  4.322531e-03  1.038401e-01  1.078094e-01
2.000000e-02  7.736675e-04  4.310382e-03  1.037513e-01  1.196487e-01
2.000000e-02  8.703760e-04  4.297620e-03  1.036577e-01  1.306992e-01
2.000000e-02  9.670844e-04  4.284367e-03  1.035602e-01  1.410400e-01
2.000000e-02  1.063793e-03  4.270704e-03  1.034593e-01  1.507492e-01
2.000000e-02  1.160501e-03  4.256722e-03  1.033556e-01  1.598923e-01
2.000000e-02  1.257210e-03  4.242460e-03  1.032495e-01  1.685303e-01
2.000000e-02  1.353918e-03  4.227983e-03  1.031414e-01  1.767136e-01
2.000000e-02  1.450627e-03  4.213314e-03  1.030314e-01  1.844910e-01
2.000000e-02  1.547335e-03  4.198479e-03  1.029198e-01  1.919022e-01
2.000000e-02  1.644043e-03  4.183505e-03  1.028066e-01  1.989822e-01
2.000000e-02  1.740752e-03  4.168414e-03  1.026921e-01  2.057625e-01
2.000000e-02  1.837460e-03  4.153219e-03  1.025763e-01  2.122696e-01
2.000000e-02  1.934169e-03  4.137934e-03  1.024593e-01  2.185272e-01
2.000000e-02  2.030877e-03  4.122576e-03  1.023413e-01  2.245575e-01
2.000000e-02  2.127586e-03  4.107137e-03  1.022221e-01  2.303772e-01
2.000000e-02  2.224294e-03  4.091620e-03  1.021019e-01  2.360062e-01
2.000000e-02  2.321003e-03  4.076059e-03  1.019808e-01  2.414558e-01
2.000000e-02  2.417711e-03  4.060455e-03  1.018587e-01  2.467415e-01
2.000000e-02  2.514419e-03  4.044785e-03  1.017357e-01  2.518745e-01
2.000000e-02  2.611128e-03  4.029078e-03  1.016118e-01  2.568649e-01
2.000000e-02  2.707836e-03  4.013326e-03  1.014870e-01  2.617241e-01
2.000000e-02  2.804545e-03  3.997537e-03  1.013614e-01  2.664597e-01
2.000000e-02  2.901253e-03  3.981712e-03  1.012348e-01  2.710800e-01
2.000000e-02  2.997962e-03  3.965851e-03  1.011075e-01  2.755920e-01
2.000000e-02  3.094670e-03  3.949971e-03  1.009793e-01  2.800018e-01
2.000000e-02  3.191379e-03  3.934040e-03  1.008502e-01  2.843178e-01
2.000000e-02  3.288087e-03  3.918095e-03  1.007203e-01  2.885437e-01
2.000000e-02  3.384795e-03  3.902124e-03  1.005896e-01  2.926846e-01
2.000000e-02  3.481504e-03  3.886123e-03  1.004581e-01  2.967461e-01
2.000000e-02  3.578212e-03  3.870098e-03  1.003257e-01  3.007317e-01
2.000000e-02  3.674921e-03  3.854045e-03  1.001925e-01  3.046463e-01
2.000000e-02  3.771629e-03  3.837973e-03  1.000585e-01  3.084934e-01
2.000000e-02  3.868338e-03  3.821891e-03  9.992364e-02  3.122757e-01
2.000000e-02  3.965046e-03  3.805776e-03  9.978793e-02  3.159981e-01
2.000000e-02  4.061755e-03  3.789636e-03  9.965135e-02  3.196625e-01
2.000000e-02  4.158463e-03  3.773482e-03  9.951396e-02  3.232719e-01
2.000000e-02  4.255171e-03  3.757309e-03  9.937570e-02  3.268295e-01
2.000000e-02  4.351880e-03  3.741114e-03  9.923659e-02  3.303368e-01
2.000000e-02  4.448588e-03  3.724911e-03  9.909666e-02  3.337967e-01
2.000000e-02  4.545297e-03  3.708675e-03  9.895577e-02  3.372120e-01
2.000000e-02  4.642005e-03  3.692431e-03  9.881408e-02  3.405834e-01
2.000000e-02  4.738714e-03  3.676166e-03  9.867147e-02  3.439140e-01
2.000000e-02  4.835422e-03  3.659881e-03  9.852797e-02  3.472054e-01
2.000000e-02  4.932130e-03  3.643595e-03  9.838364e-02  3.504585e-01
2.000000e-02  5.028839e-03  3.627277e-03  9.823832e-02  3.536766e-01
2.000000e-02  5.125547e-03  3.610944e-03  9.809209e-02  3.568600e-01
2.000000e-02  5.222256e-03  3.594599e-03  9.794496e-02  3.600105e-01
2.000000e-02  5.318964e-03  3.578233e-03  9.779688e-02  3.631294e-01
2.000000e-02  5.415673e-03  3.561852e-03  9.764784e-02  3.662186e-01
2.000000e-02  5.512381e-03  3.545461e-03  9.749790e-02  3.692780e-01
2.000000e-02  5.609090e-03  3.529042e-03  9.734692e-02  3.723106e-01
2.000000e-02  5.705798e-03  3.512629e-03  9.719507e-02  3.753159e-01
2.000000e-02  5.802506e-03  3.496183e-03  9.704214e-02  3.782967e-01
2.000000e-02  5.899215e-03  3.479721e-03  9.688821e-02  3.812531e-01
2.000000e-02  5.995923e-03  3.463246e-03  9.673329e-02  3.841858e-01
2.000000e-02  6.092632e-03  3.446767e-03  9.657741e-02  3.870956e-01
2.000000e-02  6.189340e-03  3.430264e-03  9.642045e-02  3.899845e-01
2.000000e-02  6.286049e-03  3.413746e-03  9.626245e-02  3.928528e-01
2.000000e-02  6.382757e-03  3.397224e-03  9.610344e-02  3.957008e-01
2.000000e-02  6.479466e-03  3.380676e-03  9.594331e-02  3.985306e-01
2.000000e-02  6.576174e-03  3.364107e-03  9.578204e-02  4.013428e-01
2.000000e-02  6.672882e-03  3.347529e-03  9.561974e-02  4.041367e-01
2.000000e-02  6.769591e-03  3.330949e-03  9.545639e-02  4.069138e-01
2.000000e-02  6.866299e-03  3.314338e-03  9.529181e-02  4.096756e-01
2.000000e-02  6.963008e-03  3.297728e-03  9.512620e-02  4.124214e-01
2.000000e-02  7.059716e-03  3.281085e-03  9.495931e-02  4.151535e-01
2.000000e-02  7.156425e-03  3.264440e-03  9.479134e-02  4.178711e-01
2.000000e-02  7.253133e-03  3.247775e-03  9.462215e-02  4.205757e-01
2.000000e-02  7.349842e-03  3.231099e-03  9.445178e-02  4.232674e-01
2.000000e-02  7.446550e-03  3.214406e-03  9.428018e-02  4.259468e-01
2.000000e-02  7.543258e-03  3.197702e-03  9.410737e-02  4.286148e-01
2.000000e-02  7.639967e-03  3.180986e-03  9.393332e-02  4.312714e-01
2.000000e-02  7.736675e-03  3.164253e-03  9.375802e-02  4.339172e-01
2.000000e-02  7.833384e-03  3.147497e-03  9.358135e-02  4.365540e-01
2.000000e-02  7.930092e-03  3.130730e-03  9.340341e-02  4.391808e-01
2.000000e-02  8.026801e-03  3.113950e-03  9.322416e-02  4.417984e-01
2.000000e-02  8.123509e-03  3.097164e-03  9.304364e-02  4.444069e-01
2.000000e-02  8.220217e-03  3.080359e-03  9.286172e-02  4.470078e-01
2.000000e-02  8.316926e-03  3.063533e-03  9.267839e-02  4.496010e-01
2.000000e-02  8.413634e-03  3.046694e-03  9.249366e-02  4.521873e-01
2.000000e-02  8.510343e-03  3.029845e-03  9.230757e-02  4.547661e-01
2.000000e-02  8.607051e-03  3.012982e-03  9.212003e-02  4.573387e-01
2.000000e-02  8.703760e-03  2.996102e-03  9.193099e-02  4.599060e-01
2.000000e-02  8.800468e-03  2.979197e-03  9.174042e-02  4.624680e-01
2.000000e-02  8.897177e-03  2.962290e-03  9.154844e-02  4.650238e-01
2.000000e-02  8.993885e-03  2.945368e-03  9.135492e-02  4.675751e-01
2.000000e-02  9.090593e-03  2.928430e-03  9.115986e-02  4.701218e-01
2.000000e-02  9.187302e-03  2.911475e-03  9.096317e-02  4.726654e-01
2.000000e-02  9.284010e-03  2.894509e-03  9.076494e-02  4.752045e-01
2.000000e-02  9.380719e-03  2.877517e-03  9.056499e-02  4.777412e-01
2.000000e-02  9.477427e-03  2.860513e-03  9.036340e-02  4.802750e-01
2.000000e-02  9.574136e-03  2.843510e-03  9.016028e-02  4.828049e-01
2.000000e-02  9.670844e-03  2.826485e-03  8.995539e-02  4.853333e-01
2.000000e-02  9.767553e-03  2.809440e-03  8.974874e-02  4.878601e-01
2.000000e-02  9.864261e-03  2.792380e-03  8.954031e-02  4.903854e-01
2.000000e-02  9.960969e-03  2.775293e-03  8.932999e-02  4.929108e-01
2.000000e-02  1.005768e-02  2.758215e-03  8.911808e-02  4.954330e-01
2.000000e-02  1.015439e-02  2.741107e-03  8.890417e-02  4.979563e-01
2.000000e-02  1.025109e-02  2.723987e-03  8.868841e-02  5.004791e-01
2.000000e-02  1.034780e-02  2.706844e-03  8.847065e-02  5.030029e-01
2.000000e-02  1.044451e-02  2.689708e-03  8.825118e-02  5.055252e-01
2.000000e-02  1.054122e-02  2.672537e-03  8.802953e-02  5.080502e-01
2.000000e-02  1.063793e-02  2.655351e-03  8.780588e-02  5.105759e-01
2.000000e-02  1.073464e-02  2.638157e-03  8.758025e-02  5.131027e-01
2.000000e-02  1.083135e-02  2.620944e-03  8.735248e-02  5.156319e-01
2.000000e-02  1.092805e-02  2.603716e-03  8.712263e-02  5.181625e-01
2.000000e-02  1.102476e-02  2.586477e-03  8.689061e-02  5.206963e-01
2.000000e-02  1.112147e-02  2.569212e-03  8.665632e-02  5.232330e-01
2.000000e-02  1.121818e-02  2.551938e-03  8.641985e-02  5.257723e-01
2.000000e-02  1.131489e-02  2.534642e-03  8.618104e-02  5.283157e-01
2.000000e-02  1.141160e-02  2.517336e-03  8.593995e-02  5.308624e-01
2.000000e-02  1.150830e-02  2.500014e-03  8.569651e-02  5.334129e-01
2.000000e-02  1.160501e-02  2.482680e-03  8.545067e-02  5.359680e-01
2.000000e-02  1.170172e-02  2.465323e-03  8.520229e-02  5.385284e-01
2.000000e-02  1.179843e-02  2.447939e-03  8.495129e-02  5.410950e-01
2.000000e-02  1.189514e-02  2.430550e-03  8.469788e-02  5.436653e-01
2.000000e-02  1.199185e-02  2.413145e-03  8.444185e-02  5.462418e-01
2.000000e-02  1.208856e-02  2.395727e-03  8.418314e-02  5.488247e-01
2.000000e-02  1.218526e-02  2.378280e-03  8.392163e-02  5.514145e-01
2.000000e-02  1.228197e-02  2.360830e-03  8.365749e-02  5.540100e-01
2.000000e-02  1.237868e-02  2.343356e-03  8.339045e-02  5.566132e-01
2.000000e-02  1.247539e-02  2.325865e-03  8.312051e-02  5.592239e-01
2.000000e-02  1.257210e-02  2.308348e-03  8.284753e-02  5.618431e-01
2.000000e-02  1.266881e-02  2.290826e-03  8.257166e-02  5.644699e-01
2.000000e-02  1.276551e-02  2.273284e-03  8.229270e-02  5.671051e-01
2.000000e-02  1.286222e-02  2.255718e-03  8.201049e-02  5.697504e-01
2.000000e-02  1.295893e-02  2.238134e-03  8.172510e-02  5.724045e-01
2.000000e-02  1.305564e-02  2.220533e-03  8.143641e-02  5.750687e-01
2.000000e-02  1.315235e-02  2.202922e-03  8.114445e-02  5.777422e-01
2.000000e-02  1.324906e-02  2.185289e-03  8.084901e-02  5.804268e-01
2.000000e-02  1.334576e-02  2.167633e-03  8.055003e-02  5.831223e-01
2.000000e-02  1.344247e-02  2.149955e-03  8.024743e-02  5.858292e-01
2.000000e-02  1.353918e-02  2.132257e-03  7.994112e-02  5.885483e-01
2.000000e-02  1.363589e-02  2.114542e-03  7.963104e-02  5.912796e-01
2.000000e-02  1.373260e-02  2.096810e-03  7.931716e-02  5.940231e-01
2.000000e-02  1.382931e-02  2.079064e-03  7.899943e-02  5.967789e-01
2.000000e-02  1.392602e-02  2.061284e-03  7.867744e-02  5.995499e-01
2.000000e-02  1.402272e-02  2.043485e-03  7.835133e-02  6.023346e-01
2.000000e-02  1.411943e-02  2.025669e-03  7.802105e-02  6.051331e-01
2.000000e-02  1.421614e-02  2.007820e-03  7.768620e-02  6.079483e-01
