   0.100000E-02   0.128764E+00   0.124912E+00   0.128764E+00   0.431440E+00   0.431440E+00   0.435126E+00   0.435126E+00   0.478037E+00   0.836846E+00   0.836846E+00   0.838082E+00   0.838082E+00   0.836794E+00   0.892147E+00   0.996032E+00   0.996032E+00   0.105271E+01   0.105271E+01   0.105574E+01   0.105574E+01   0.106022E+01   0.106022E+01   0.116676E+01   0.116676E+01   0.117293E+01   0.117293E+01   0.148059E+01   0.148059E+01
   0.300000E-02   0.122046E+00   0.118671E+00   0.122046E+00   0.388537E+00   0.388537E+00   0.392016E+00   0.392016E+00   0.429630E+00   0.764590E+00   0.764590E+00   0.765768E+00   0.765768E+00   0.750098E+00   0.800921E+00   0.909135E+00   0.909135E+00   0.953624E+00   0.953624E+00   0.956480E+00   0.956480E+00   0.960703E+00   0.960703E+00   0.105781E+01   0.105781E+01   0.106360E+01   0.106360E+01   0.134057E+01   0.134057E+01
   0.500000E-02   0.118452E+00   0.115350E+00   0.118452E+00   0.363586E+00   0.363586E+00   0.366937E+00   0.366937E+00   0.401344E+00   0.720876E+00   0.720876E+00   0.722005E+00   0.722005E+00   0.698330E+00   0.746319E+00   0.855296E+00   0.855296E+00   0.893576E+00   0.893576E+00   0.896313E+00   0.896313E+00   0.900377E+00   0.900377E+00   0.990769E+00   0.990769E+00   0.996275E+00   0.996275E+00   0.125585E+01   0.125585E+01
   0.700000E-02   0.116019E+00   0.113111E+00   0.116019E+00   0.345621E+00   0.345621E+00   0.348872E+00   0.348872E+00   0.380947E+00   0.688301E+00   0.688301E+00   0.689383E+00   0.689383E+00   0.660541E+00   0.706405E+00   0.814672E+00   0.814672E+00   0.849227E+00   0.849227E+00   0.851872E+00   0.851872E+00   0.855813E+00   0.855813E+00   0.940872E+00   0.940872E+00   0.946148E+00   0.946148E+00   0.119343E+01   0.119343E+01
   0.900000E-02   0.114205E+00   0.111448E+00   0.114205E+00   0.331506E+00   0.331506E+00   0.334673E+00   0.334673E+00   0.364932E+00   0.661998E+00   0.661998E+00   0.663038E+00   0.663038E+00   0.630649E+00   0.674795E+00   0.781684E+00   0.781684E+00   0.813810E+00   0.813810E+00   0.816379E+00   0.816379E+00   0.820216E+00   0.820216E+00   0.900842E+00   0.900842E+00   0.905927E+00   0.905927E+00   0.114366E+01   0.114366E+01
   0.110000E-01   0.112776E+00   0.110142E+00   0.112776E+00   0.319871E+00   0.319871E+00   0.322962E+00   0.322962E+00   0.351755E+00   0.639837E+00   0.639837E+00   0.640839E+00   0.640839E+00   0.605937E+00   0.648636E+00   0.753834E+00   0.753834E+00   0.784289E+00   0.784289E+00   0.786792E+00   0.786792E+00   0.790539E+00   0.790539E+00   0.867375E+00   0.867375E+00   0.872295E+00   0.872295E+00   0.110224E+01   0.110224E+01
   0.130000E-01   0.111606E+00   0.109075E+00   0.111606E+00   0.309980E+00   0.309980E+00   0.313003E+00   0.313003E+00   0.340586E+00   0.620664E+00   0.620664E+00   0.621632E+00   0.621632E+00   0.584919E+00   0.626366E+00   0.729735E+00   0.729735E+00   0.758998E+00   0.758998E+00   0.761442E+00   0.761442E+00   0.765108E+00   0.765108E+00   0.838642E+00   0.838642E+00   0.843418E+00   0.843418E+00   0.106677E+01   0.106677E+01
   0.150000E-01   0.110620E+00   0.108178E+00   0.110620E+00   0.301389E+00   0.301389E+00   0.304349E+00   0.304349E+00   0.330915E+00   0.603767E+00   0.603767E+00   0.604704E+00   0.604704E+00   0.566680E+00   0.607021E+00   0.708513E+00   0.708513E+00   0.736902E+00   0.736902E+00   0.739294E+00   0.739294E+00   0.742886E+00   0.742886E+00   0.813501E+00   0.813501E+00   0.818148E+00   0.818148E+00   0.103581E+01   0.103581E+01
   0.170000E-01   0.109767E+00   0.107402E+00   0.109767E+00   0.293804E+00   0.293804E+00   0.296706E+00   0.296706E+00   0.322407E+00   0.588666E+00   0.588666E+00   0.589575E+00   0.589575E+00   0.550605E+00   0.589958E+00   0.689573E+00   0.689573E+00   0.717309E+00   0.717309E+00   0.719654E+00   0.719654E+00   0.723178E+00   0.723178E+00   0.791182E+00   0.791182E+00   0.795713E+00   0.795713E+00   0.100836E+01   0.100836E+01
   0.190000E-01   0.109015E+00   0.106718E+00   0.109015E+00   0.287022E+00   0.287022E+00   0.289870E+00   0.289870E+00   0.314825E+00   0.575019E+00   0.575019E+00   0.575903E+00   0.575903E+00   0.536264E+00   0.574722E+00   0.672488E+00   0.672488E+00   0.699728E+00   0.699728E+00   0.702029E+00   0.702029E+00   0.705490E+00   0.705490E+00   0.771139E+00   0.771139E+00   0.775563E+00   0.775563E+00   0.983741E+00   0.983741E+00
   0.210000E-01   0.108337E+00   0.106101E+00   0.108337E+00   0.280893E+00   0.280893E+00   0.283689E+00   0.283689E+00   0.307997E+00   0.562575E+00   0.562575E+00   0.563435E+00   0.563435E+00   0.523338E+00   0.560977E+00   0.656940E+00   0.656940E+00   0.683797E+00   0.683797E+00   0.686058E+00   0.686058E+00   0.689460E+00   0.689460E+00   0.752967E+00   0.752967E+00   0.757293E+00   0.757293E+00   0.961432E+00   0.961432E+00
   0.230000E-01   0.107717E+00   0.105536E+00   0.107717E+00   0.275305E+00   0.275305E+00   0.278052E+00   0.278052E+00   0.301793E+00   0.551140E+00   0.551140E+00   0.551978E+00   0.551978E+00   0.511586E+00   0.548473E+00   0.642682E+00   0.642682E+00   0.669242E+00   0.669242E+00   0.671464E+00   0.671464E+00   0.674812E+00   0.674812E+00   0.736357E+00   0.736357E+00   0.740593E+00   0.740593E+00   0.941048E+00   0.941048E+00
   0.250000E-01   0.107140E+00   0.105009E+00   0.107140E+00   0.270171E+00   0.270171E+00   0.272872E+00   0.272872E+00   0.296111E+00   0.540562E+00   0.540562E+00   0.541380E+00   0.541380E+00   0.500822E+00   0.537011E+00   0.629523E+00   0.629523E+00   0.655848E+00   0.655848E+00   0.658035E+00   0.658035E+00   0.661331E+00   0.661331E+00   0.721070E+00   0.721070E+00   0.725221E+00   0.725221E+00   0.922290E+00   0.922290E+00
   0.270000E-01   0.106597E+00   0.104512E+00   0.106597E+00   0.265423E+00   0.265423E+00   0.268080E+00   0.268080E+00   0.290873E+00   0.530721E+00   0.530721E+00   0.531520E+00   0.531520E+00   0.490899E+00   0.526437E+00   0.617308E+00   0.617308E+00   0.643446E+00   0.643446E+00   0.645600E+00   0.645600E+00   0.648847E+00   0.648847E+00   0.706913E+00   0.706913E+00   0.710986E+00   0.710986E+00   0.904919E+00   0.904919E+00
   0.290000E-01   0.106080E+00   0.104037E+00   0.106080E+00   0.261006E+00   0.261006E+00   0.263621E+00   0.263621E+00   0.286015E+00   0.521520E+00   0.521520E+00   0.522300E+00   0.522300E+00   0.481699E+00   0.516626E+00   0.605912E+00   0.605912E+00   0.631900E+00   0.631900E+00   0.634022E+00   0.634022E+00   0.637222E+00   0.637222E+00   0.693735E+00   0.693735E+00   0.697732E+00   0.697732E+00   0.888743E+00   0.888743E+00
   0.310000E-01   0.105583E+00   0.103579E+00   0.105583E+00   0.256875E+00   0.256875E+00   0.259451E+00   0.259451E+00   0.281485E+00   0.512877E+00   0.512877E+00   0.513640E+00   0.513640E+00   0.473124E+00   0.507477E+00   0.595232E+00   0.595232E+00   0.621098E+00   0.621098E+00   0.623190E+00   0.623190E+00   0.626346E+00   0.626346E+00   0.681407E+00   0.681407E+00   0.685334E+00   0.685334E+00   0.873607E+00   0.873607E+00
   0.330000E-01   0.105101E+00   0.103134E+00   0.105101E+00   0.252995E+00   0.252995E+00   0.255533E+00   0.255533E+00   0.277240E+00   0.504726E+00   0.504726E+00   0.505474E+00   0.505474E+00   0.465095E+00   0.498906E+00   0.585182E+00   0.585182E+00   0.610948E+00   0.610948E+00   0.613011E+00   0.613011E+00   0.616125E+00   0.616125E+00   0.669827E+00   0.669827E+00   0.673687E+00   0.673687E+00   0.859382E+00   0.859382E+00
   0.350000E-01   0.104631E+00   0.102698E+00   0.104631E+00   0.249335E+00   0.249335E+00   0.251836E+00   0.251836E+00   0.273246E+00   0.497011E+00   0.497011E+00   0.497744E+00   0.497744E+00   0.457547E+00   0.490843E+00   0.575692E+00   0.575692E+00   0.601374E+00   0.601374E+00   0.603409E+00   0.603409E+00   0.606482E+00   0.606482E+00   0.658906E+00   0.658906E+00   0.662703E+00   0.662703E+00   0.845959E+00   0.845959E+00
   0.370000E-01   0.104169E+00   0.102269E+00   0.104169E+00   0.245869E+00   0.245869E+00   0.248334E+00   0.248334E+00   0.269472E+00   0.489686E+00   0.489686E+00   0.490405E+00   0.490405E+00   0.450423E+00   0.483230E+00   0.566699E+00   0.566699E+00   0.592310E+00   0.592310E+00   0.594318E+00   0.594318E+00   0.597352E+00   0.597352E+00   0.648572E+00   0.648572E+00   0.652308E+00   0.652308E+00   0.833249E+00   0.833249E+00
   0.390000E-01   0.103714E+00   0.101845E+00   0.103714E+00   0.242576E+00   0.242576E+00   0.245007E+00   0.245007E+00   0.265895E+00   0.482708E+00   0.482708E+00   0.483414E+00   0.483414E+00   0.443677E+00   0.476018E+00   0.558152E+00   0.558152E+00   0.583701E+00   0.583701E+00   0.585685E+00   0.585685E+00   0.588681E+00   0.588681E+00   0.638762E+00   0.638762E+00   0.642440E+00   0.642440E+00   0.821175E+00   0.821175E+00
   0.410000E-01   0.103264E+00   0.101424E+00   0.103264E+00   0.239438E+00   0.239438E+00   0.241835E+00   0.241835E+00   0.262491E+00   0.476045E+00   0.476045E+00   0.476738E+00   0.476738E+00   0.437269E+00   0.469163E+00   0.550007E+00   0.550007E+00   0.575502E+00   0.575502E+00   0.577461E+00   0.577461E+00   0.580420E+00   0.580420E+00   0.629422E+00   0.629422E+00   0.633045E+00   0.633045E+00   0.809671E+00   0.809671E+00
   0.430000E-01   0.102817E+00   0.101004E+00   0.102817E+00   0.236438E+00   0.236438E+00   0.238803E+00   0.238803E+00   0.259244E+00   0.469666E+00   0.469666E+00   0.470346E+00   0.470346E+00   0.431165E+00   0.462631E+00   0.542225E+00   0.542225E+00   0.567670E+00   0.567670E+00   0.569605E+00   0.569605E+00   0.572530E+00   0.572530E+00   0.620507E+00   0.620507E+00   0.624076E+00   0.624076E+00   0.798681E+00   0.798681E+00
   0.450000E-01   0.102372E+00   0.100586E+00   0.102372E+00   0.233563E+00   0.233563E+00   0.235897E+00   0.235897E+00   0.256137E+00   0.463544E+00   0.463544E+00   0.464213E+00   0.464213E+00   0.425334E+00   0.456388E+00   0.534772E+00   0.534772E+00   0.560172E+00   0.560172E+00   0.562084E+00   0.562084E+00   0.564975E+00   0.564975E+00   0.611976E+00   0.611976E+00   0.615494E+00   0.615494E+00   0.788156E+00   0.788156E+00
   0.470000E-01   0.101928E+00   0.100167E+00   0.101928E+00   0.230801E+00   0.230801E+00   0.233106E+00   0.233106E+00   0.253158E+00   0.457658E+00   0.457658E+00   0.458316E+00   0.458316E+00   0.419750E+00   0.450409E+00   0.527620E+00   0.527620E+00   0.552976E+00   0.552976E+00   0.554866E+00   0.554866E+00   0.557724E+00   0.557724E+00   0.603794E+00   0.603794E+00   0.607263E+00   0.607263E+00   0.778053E+00   0.778053E+00
